## Torsion are defined with the following atomIDs:
# dihed1: ai= 6428 aj= 6429 ak= 6430 al= 12551
# dihed2: ai= 6410 aj= 6409 ak= 6408 al= 6407
# dihed3: ai= 6427 aj= 6411 ak= 6412 al= 6413
# dihed4: ai= 6412 aj= 6413 ak= 6414 al= 6416
# dihed5: ai= 6413 aj= 6414 ak= 6416 al= 6417
# dihed6: ai= 6414 aj= 6416 ak= 6417 al= 6418
# dihed7: ai= 6416 aj= 6417 ak= 6418 al= 6419
# dihed8: ai= 6417 aj= 6418 ak= 6419 al= 12543
# dihed9: ai= 6419 aj= 6418 ak= 6420 al= 6421
# dihed10: ai= 6422 aj= 6423 ak= 6424 al= 12546
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10
40  -13.000  -87.803   -8.640  174.495 -179.217  -94.612  -56.440   13.797 -117.402   10.923
41   -6.259 -108.421   -2.828  161.943  179.209  -50.164  -55.006   59.145 -132.888 -165.869
42  -11.778  -67.544  -32.114 -178.171  174.907  -56.529  -45.412   78.156 -145.385  167.224
43  -17.687  -84.797  -16.485 -178.891 -163.142  -74.128  -40.652   48.476 -179.795 -173.002
44  -24.832  -80.163  -15.062 -161.757 -172.272  -92.631  -39.169   78.321 -143.493  148.832
45    9.045 -100.016  -32.036 -158.620 -168.752 -101.357  -55.383  123.692  -67.096   10.286
46    0.304  -70.802    8.478 -175.207 -167.034 -133.807  -58.804 -174.315   77.061   -5.674
47   -1.415  -91.689   32.220  170.700  178.347 -148.234  -57.925  154.167  116.075  175.724
48  -27.436  -82.438   -6.745  174.239 -177.468  -67.904  -48.551   43.770  176.751   -9.451
49   14.627 -117.346  -46.431 -164.763  168.750  -84.849  -52.545   60.856 -126.023    9.939
50   -7.991 -105.922  -27.435 -154.668  177.408  -83.166  -47.308   54.119 -128.370   -6.065
51   -1.273 -110.969  -18.713 -164.594 -176.304  -80.715  -45.941   42.976  -69.551  -11.638
52    2.963 -115.548    3.709  168.549 -174.503  -87.154  -50.223 -173.538  -68.253    7.900
53  -16.567  -65.223  -19.316 -170.484 -175.803  -85.745  -69.269  104.156  -54.018    0.623
54   18.637  -92.793   -5.438 -166.364  179.892  -76.972  -71.611   81.997  -51.858    9.645
55  -16.114 -104.975  -13.521 -175.711 -179.006  -85.232  -47.424   71.629 -121.855   -9.198
56  -11.692  -96.547   10.255  179.857 -177.038  -89.168  -48.683   79.377  -42.416  -12.965
57    1.114  -75.293  -10.714  176.250 -172.981 -101.031  -46.519   68.480   33.628  147.025
58    9.595  -94.735  -22.560 -178.391  178.112  -78.408  -35.284   62.008 -117.505  176.771
59  -14.422  -95.693  -10.712  170.011 -177.075  -66.798  -36.978   68.749 -123.754    9.093
60   -9.974 -119.816  -11.177  176.160 -178.960  -82.350  -44.753   68.932 -124.302   15.799
61  -13.974  -69.307  -24.303 -172.561 -177.493  -85.228  -55.653   99.426  -68.026   11.639
62  -15.813  -96.473  -20.291  178.758 -179.261  -68.658  -51.689   65.705 -128.431    6.605
63    4.680  -79.966  -22.709  172.204 -171.478  -65.705  -40.797   59.774 -157.115   20.980
64   -0.618 -109.456  -20.281  175.565  178.389  -62.439  -48.358   97.059 -131.188   16.728
65 -108.694  -59.780  -37.458 -161.653 -160.445  -79.571  -66.636   86.095  -53.176  173.388
66  -32.020 -107.160   -4.962  157.005  177.798  -79.682  -42.676   98.890 -126.707  150.142
67  -41.030 -104.980  -14.000  178.851 -174.801  -62.619  -45.490   48.859   23.180 -171.477
68    1.689  -80.331   -0.349  174.974  178.243  -75.582  -45.260   73.469   32.124 -170.582
69   -4.777  -97.114  -23.533 -174.942 -176.699  -82.006  -44.481   65.144   44.437  171.324
70  -12.951 -106.715  -19.962  168.240 -154.857  -90.800  -45.221   70.770   49.610 -150.222
71   11.885  -87.266  -13.063  176.322  178.474  -69.228  -46.066   65.028   43.163 -172.014
72  -32.633  -94.925  -35.027 -171.525 -171.279  -52.465  -49.985   87.012   47.758  167.574
73   -7.034  -93.650  -13.675  173.474  179.687  -73.039  -47.327   82.337   77.316  104.266
74  -31.816 -105.700  -10.775 -178.343 -173.962  -81.079  -53.602   76.883   62.236 -174.498
75    8.374  -98.062  -24.055 -175.579 -172.559  -81.464  -41.265   78.022   49.688  177.785
76  -23.691 -101.294  -14.035  174.070 -174.558  -55.850  -49.818   99.407   53.889  -13.485
77  -11.574  -82.996  -41.585 -154.662 -174.388  -80.909  -46.745   68.128 -149.297   10.183
78   -9.731  -96.136  -52.566 -161.380 -178.468  -64.826  -58.609   92.418 -134.861    8.691
79  -33.667  -89.455   -0.043  171.641 -173.454  -87.136  -39.873   77.426 -131.758    0.543
80   11.218 -105.203  -16.874  174.019 -171.888  -63.062  -51.182   76.026 -102.637   -0.603
81  -21.420  -90.793  -13.173  171.903  176.516  -56.808  -52.825   67.255 -137.893    7.923
82   -6.133  -99.260  -27.371 -154.815 -166.566  -90.136  -45.193   99.110 -129.944   -4.951
83    7.458  -89.949   -3.996  159.003 -179.621  -67.935  -68.925 -177.304  -45.083    3.567
84  -21.138  -94.664  -18.580 -171.681 -174.544  -80.245  -50.040   74.086 -136.073    9.733
85    6.507  -91.791   -0.320  161.377 -175.682  -73.510  -39.142   66.176 -137.546   45.067
86   -8.029  -96.590  -38.243 -169.896 -173.129  -64.368  -49.604   95.087 -111.198  -11.121
87  -24.267  -96.428  -29.567 -165.047 -174.371  -79.126  -45.716   76.798 -141.634   23.803
88   -9.931  -96.871  -12.208 -158.848 -163.898  -80.585  -48.785   61.968 -147.181    8.896
89   -2.279  -83.003    6.048  169.360  178.298  -76.681  -46.834   82.894 -131.142  -11.341
90  -16.787  -84.964  -31.718 -173.031 -172.679  -80.985  -38.732  106.035 -109.683   -3.944
91   -3.500  -92.930  -31.197 -165.336 -177.567  -64.271  -56.805  103.023 -147.845   17.884
92   -2.354  -95.672  -18.381 -174.948 -165.160  -76.970  -45.022   81.315 -123.360   -6.257
93   -9.635  -92.616  -43.272 -172.254 -173.880  -78.674  -45.284   86.224 -129.160   -5.079
94   31.480  -61.425  -17.717  171.316  175.033  -65.718  -49.694   69.721 -145.389   24.152
95    8.954  -89.763  -14.736  170.004 -177.271  -77.213  -51.202  102.885 -123.450    5.480
96  -17.291 -101.884  -31.813 -165.669  177.270  -67.536  -47.830   73.523  -86.216 -164.246
97   -8.245 -106.356  -24.694 -173.582 -174.869  -62.692  -42.076   93.126 -144.367   -4.605
98  -10.458  -89.907  -13.992  178.940 -179.805  -83.405  -47.856   75.058 -122.473   -0.684
99  -15.683 -111.451  -47.242 -168.617  173.569  -63.612  -46.474   69.198 -123.907  174.197
100  -20.352 -109.967  -18.819  169.772 -171.204  -74.653  -52.834   81.323 -133.445  168.339
101   -4.892  -88.494  -39.075 -164.532 -169.628  -63.455  -59.207  112.633  -65.016  172.841
102    2.600  -98.455  -25.696 -169.747 -167.084  -82.164  -46.147   73.771 -110.425 -177.795
103  -15.871  -94.309  -44.463 -159.898 -173.339  -81.789  -35.751   61.346 -135.827   10.196
104  -18.384  -90.656  -29.459 -156.849 -173.633  -87.219  -51.847   71.702 -136.744   10.348
105    2.616 -100.550  -18.098 -179.919  177.304  -80.338  -53.140   60.734 -124.573  -28.394
106   -6.767  -60.949  -29.552 -172.098 -169.447  -74.506  -37.632   84.403 -150.949  -41.806
107  -13.061 -101.754   -7.516 -173.656  178.408  -90.228  -42.181   79.927 -134.258   13.193
108  -18.628  -86.899  -35.163 -167.897 -166.790  -72.140  -52.611   99.571 -124.590   12.008
109    5.269  -95.541    8.045  164.159  172.624  -74.435  -47.631   59.365 -135.936    1.068
110  -19.892  -86.828  -21.816 -158.777  175.050  -80.119  -58.728   69.262 -133.834   10.102
111  -13.376 -120.068  -14.825 -173.030  178.608  -66.341  -46.630   88.014 -132.977   10.478
112    8.336 -109.175  -20.770  173.472  177.526  -78.726  -49.465   74.108 -121.748    0.890
113    4.862  -96.495  -17.991  179.161 -177.034  -77.727  -61.480  107.317 -138.458    0.413
114    0.437  -94.713   -6.458  174.925 -166.369  -82.483  -43.712   78.561 -136.810  132.545
115   -9.384 -114.302  -30.953 -170.317 -176.548  -72.459  -43.781   84.207 -160.133  165.827
116   -4.412  -98.747  -34.173 -169.246 -179.253  -63.786  -50.496   93.160 -110.134 -170.311
117  -32.980 -111.813  -19.738  179.145 -175.727  -63.273  -48.105   91.456  -39.851    2.487
118   36.947  -83.075  -19.125  178.332  169.314  -63.191  -43.039   42.223   60.110   -9.798
119  -11.706 -104.146  -33.814 -167.057 -170.928  -73.184  -63.760   94.371  105.755   10.883
120    5.631  -91.907  -19.800 -162.808  179.991  -66.417  -48.776   81.223   39.256   -4.268
121  -16.455 -103.535  -32.571 -169.150 -166.843  -76.591  -57.944   89.392   99.351    6.674
122   -2.319 -106.484  -20.860 -168.198  177.249  -69.964  -52.905   94.920   48.499   -3.254
123   -9.146 -111.247   -7.986 -178.204 -179.393  -80.830  -46.536   57.881   35.226   10.498
124   -4.853  -99.528  -12.108  167.123  177.341  -77.457  -39.813   94.021   42.213  -30.438
125    6.750 -101.286   11.264  173.937  176.367  -83.023  -56.937   76.071   31.360 -172.888
126  -16.347 -107.399  -42.962 -161.152 -174.395  -82.598  -37.493  100.408   49.948  176.482
127   -0.183 -104.839    2.506  162.419  169.157  -79.230  -46.742   96.978   83.300  179.464
128   -6.933  -69.279  -32.865 -160.865 -167.881  -90.488  -48.763   71.313   50.290  114.915
129   -8.276  -85.218  -15.179  175.030 -174.920  -97.228  -39.315   44.117   60.808  178.464
130    7.118  -96.365  -22.179 -173.031 -177.818  -73.692  -49.667   74.256   46.588  168.174
131   -7.771  -92.353  -25.193 -169.154 -169.597  -87.880  -38.946   82.313   44.598 -178.960
132   -7.733  -85.978  -17.555  179.147 -175.975  -71.189  -53.115   97.301   85.372 -166.830
133    9.898  -90.983  -31.855 -171.114 -168.957  -81.927  -54.610   68.587   72.116   -3.529
134  -14.539  -92.681  -29.293 -170.460 -177.419  -52.765  -47.424   76.469   28.590  148.835
135  -23.184  -85.782   -3.671 -174.591 -167.316  -98.883  -47.644   73.827  142.016   -2.592
136   -7.145  -97.290  -16.455 -178.258 -170.834  -73.660  -45.386   78.574   63.869   -3.065
137  -27.659  -95.462  -22.309 -166.728 -175.781  -83.695  -48.357   66.554   72.407  -30.275
138   -0.840 -114.907  -15.069  164.761  167.606  -69.041  -41.592  100.758   50.057  -26.205
139   -2.726  -97.116    3.661  176.284  177.475  -93.657  -51.166   86.913   64.990  121.964
140   -7.668 -116.224  -23.055  179.782 -163.719  -70.687  -48.457   78.541   55.212 -144.701
141    2.784  -94.311  -26.893 -153.406 -160.198  -97.114  -37.819   72.363   37.866 -171.248
142    3.793  -93.064    0.767  177.770 -179.602  -88.440  -54.099   66.086   44.851 -167.422
143   -0.669 -100.258  -32.031 -147.158 -178.338  -97.204  -42.846   88.610   47.975 -160.532
144   10.475 -100.025  -24.291  174.416 -178.238  -70.897  -40.510  107.769   48.628  161.532
145   -6.672  -92.892  -28.427  174.876 -179.189  -55.803  -50.044   73.817   52.173  179.898
146  -26.994  -88.281  -32.618 -164.558 -178.600  -91.646  -36.799   82.545   69.209 -163.031
147   -6.128  -88.222    5.590  147.990  179.663  -60.707  -50.254   66.287   52.411  177.882
148  -22.721  -96.851  -26.675  173.577 -177.543  -75.898  -39.564  102.970   55.208 -173.908
149   -5.192  -95.216   -4.593 -157.842 -175.552 -105.147  -57.553   74.561   30.154   -3.761
150    7.448  -90.410   30.294 -164.081 -174.171 -169.839  -69.026  178.437   83.353   19.400
151  -30.573  -81.092  -18.762  176.514  176.566  -63.259  -41.968   74.310 -140.348   -5.347
152    1.055  -92.438   13.245  151.201  178.977  -87.066  -51.634   92.446 -131.325   -2.054
153   -9.746  -97.071   -6.858  177.493  177.232  -90.062  -44.159   65.508 -129.746   34.882
154   -7.719  -97.552  -21.717  177.005  179.859  -78.790  -52.737   91.809  146.993   11.274
155   12.954  -89.118  -23.652  164.361 -176.751  -69.515  -45.533   51.521  116.787 -174.923
156   -1.362 -108.758  -42.386 -170.122 -175.003  -77.062  -48.019  112.873   50.800  178.424
157   -4.468  -88.494  -34.926 -178.923  172.379  -75.554  -42.520  100.796   53.230  165.622
158    1.462  -98.088  -27.663 -168.965 -160.910  -69.644  -59.660   60.983  169.336 -157.111
159  -15.237  -97.343  -27.833  178.317  175.471  -68.192  -49.141  107.383 -123.479   -6.176
160   -7.162  -90.334  -22.469 -173.691 -172.082  -83.265  -40.315  110.947   50.914 -175.155
161    3.739 -100.067  -25.614 -153.009 -169.747  -87.523  -35.717   78.272 -130.116 -178.605
162  -10.970  -87.192   -1.880  177.708  171.991  -71.145  -52.758  104.960 -141.781 -175.975
163  -11.085  -95.812  -25.724  178.639 -174.564  -81.734  -37.136   72.680 -137.012  -52.670
164  -11.267  -86.658  -24.318 -167.569  177.141  -79.869  -47.544   54.639 -112.085 -160.486
165    1.554 -105.967  -11.379 -178.757 -172.579  -78.412  -42.108   65.954   56.861 -156.291
166  -10.648  -66.359  -18.565  173.770 -168.512  -76.561  -49.422   95.927   53.995  162.669
167  -16.768 -108.703  -25.798 -165.045 -171.850  -79.730  -48.597   82.024   46.723  164.224
168   -8.828  -82.221  -35.092 -158.146 -168.688  -79.462  -45.694   72.774   50.441 -174.662
169    6.399  -85.063  -32.387 -172.318  178.434  -61.595  -48.677   82.841   55.179 -177.120
170  -10.588 -103.542  -29.597 -178.722  177.396  -66.016  -53.837   84.736   59.031  139.786
171    0.967  -93.106  -39.072 -172.223 -175.783  -65.043  -54.631   55.184   54.037 -164.539
172   -8.202  -87.785  -14.335  157.424 -155.337  -84.544  -59.407   82.477  140.107  165.605
173  -19.409  -97.751    4.457  164.507 -177.618  -94.947  -57.470   67.502  -55.547 -172.024
174    8.413  -92.455   -0.420 -179.077 -178.758  -89.322  -50.163   84.458   41.222  173.328
175   -6.516 -107.689  -23.298 -166.183 -169.367  -67.214  -63.620   66.899  111.860 -169.019
176  -29.915  -99.236   10.812  165.844 -177.952  -68.992  -38.437   14.294  133.183 -160.813
177  -25.774  -97.000  -18.933 -160.900 -166.716  -83.482  -54.471   62.113  125.888  147.467
178   -5.285  -97.223  -11.006 -167.991  178.955  -85.096  -45.501  120.536   44.458 -168.773
179   -8.822 -103.134  -36.573 -157.287 -168.562  -79.138  -50.753   81.724   68.110   11.322
180  -19.747  -95.929  -30.844 -174.973 -173.773  -64.403  -55.465   83.858  134.885   -2.793
181   22.710  -81.803    8.105  146.649  179.737  -63.516  -47.197   72.157  121.173   -8.032
182   -8.234  -86.511    0.263  173.018 -169.309  -78.597  -66.028   98.754  123.572 -153.299
183    9.815  -94.357  -38.188 -173.042  178.023  -46.018  -47.287   61.965   27.176  161.183
184  -16.220 -104.705  -30.694 -167.196  170.192  -81.681  -31.203   74.366   48.845  172.187
185   -4.100  -92.688    1.433  177.945 -165.721  -82.971  -69.741   86.385  141.678  151.100
186   -7.461  -99.677  -20.134 -164.195 -170.720  -94.139  -56.785   96.143  156.387  -35.009
187  -18.675  -92.647  -28.073  179.430 -168.506  -74.884  -52.481   78.463  133.108   -9.133
188    5.120  -99.276  -33.074 -176.143 -168.051  -74.678  -36.625   83.781   37.143 -170.690
189  -19.531  -76.076  -11.002 -164.603 -177.527  -92.121  -36.357   92.509   54.570 -165.380
190  -13.990  -88.953  -20.087  169.564 -171.394  -74.355  -34.723   49.115   13.724 -175.698
191  -21.156 -103.488  -22.134 -179.907 -176.637  -79.062  -54.116   69.492   67.639  168.096
192   17.917  -89.165   16.840  147.999 -178.695  -91.784  -50.744   57.541   21.087 -177.815
193  -12.742 -104.208  -18.114  172.100 -162.267  -93.643  -43.034   50.810   49.687 -169.449
194   10.908 -104.324  -35.459 -158.211 -171.981  -89.122  -46.660   94.318   60.066 -172.140
195   -7.628  -97.462  -18.159 -170.660 -171.630  -89.766  -47.405   81.485   80.251  116.391
196   -5.185  -67.074  -24.199 -173.940 -176.284  -65.987  -53.737   84.971   61.935 -173.242
197  -10.747 -101.108  -26.644 -175.781 -176.529  -85.417  -42.034  100.218   52.943  172.784
198  -19.009 -100.013  -27.089 -178.114 -179.989  -72.745  -46.720  102.973   58.355  172.233
199   18.618 -108.064  -14.766 -163.313  176.055  -72.991  -48.721   63.182   66.276  150.206
200  -12.621 -100.544  -15.374  174.176 -171.819  -72.645  -41.856   92.351  172.345    7.439
201   -0.758  -98.250   -4.340  174.944 -178.396  -73.433  -43.877   98.754 -134.166    7.039
202  -26.044  -89.784  -29.614 -169.470 -170.630  -82.930  -33.986   59.454 -112.906  -26.092
203    9.134  -85.495  -25.577 -162.578 -178.595  -78.171  -41.008   82.438 -140.090  -20.893
204   -8.545  -56.485  -13.689 -179.126 -176.621  -81.561  -51.926   83.003 -121.104  -17.225
205    3.707  -94.758  -19.670  176.122 -178.675  -50.283  -57.871   62.885   23.613  -19.939
206    1.606 -104.413  -11.416 -170.449  179.512  -95.198  -54.347   87.832  -77.924   17.602
207  -43.673 -109.169  -17.702 -170.507 -173.583  -78.872  -39.459   71.962 -138.707    3.853
208  -27.655 -106.061  -16.637 -167.052 -161.637  -92.294  -51.957   69.783 -131.096   -7.530
209    0.554 -117.226    4.786  154.549  177.231  -59.239  -40.757   62.180 -157.211   17.352
210   -3.704  -78.917  -37.487 -175.989 -166.094  -77.934  -54.156   83.142 -120.793    6.844
211    4.372  -96.394  -31.994 -174.611  170.376  -60.730  -56.112   90.313 -130.300   50.933
212   -3.996 -113.572   -9.490  179.837 -170.437  -89.145  -55.678   66.675  116.644  -17.704
213   -9.310 -114.074  -23.499 -166.331 -172.885  -85.446  -54.963   75.544   48.757  171.547
214  -18.070 -110.941  -27.777 -162.167 -171.186  -70.494  -43.820  109.176   49.727   28.757
215   15.430  -99.701  -14.420  174.256 -175.163  -87.467  -46.134  106.090   57.616  171.187
216  -12.709  -87.599  -26.103 -166.660 -174.543  -78.551  -48.814   67.016   32.320   -6.279
217    9.807 -106.345  -20.701  168.914 -175.987  -71.124  -50.702   58.972   60.355  177.912
218  -29.384  -80.162   -6.345  176.411 -176.703  -85.009  -62.587   88.195  117.469 -151.804
219  -17.228  -95.611   -4.329  161.297 -171.625  -79.952  -45.782   86.196  -77.378 -167.487
220    9.491  -89.933  -20.236  171.719 -166.371  -90.129  -35.300   75.775  -80.379 -154.003
221   -5.000  -84.874  -23.367 -179.807 -177.561  -67.104  -61.368   82.701  -68.225  174.501
222  -15.331  -76.726   -8.982  157.079  177.006  -60.245  -48.542   74.648  -47.780   -8.983
223   32.433  -89.995  -13.627 -176.654  175.528  -58.197  -76.002   60.378 -167.206   14.610
224  -26.197 -101.020  -52.670 -164.268 -174.021  -68.179  -53.242   65.316  -81.656   -8.012
225  -29.572 -109.649  -30.439  178.760  172.115  -75.850  -31.980   64.815   40.091  -27.307
226  -23.528 -107.926  -30.372 -144.600 -157.790  -88.103  -45.436   47.633  -92.461   -5.585
227   -1.729  -95.438  -29.361 -170.700 -173.321  -65.991  -38.900   46.881 -157.942    2.207
228   -5.819  -69.154  -28.843 -168.994 -170.364  -76.715  -45.570   61.756  132.303  159.406
229  -18.556  -95.447  -15.384 -176.921 -175.650  -84.187  -44.979   93.451 -130.295 -179.511
230    3.116 -100.523   -7.360 -171.275  175.861  -75.222  -35.243   70.456 -148.300  159.959
231  -32.291  -78.521  -32.594 -164.757 -173.421  -95.620  -40.197   53.786   69.618  170.364
232  -31.439  -96.866  -12.872  160.871  172.853  -70.647  -42.402   92.920   40.778  167.913
233  -25.598  -89.324  -41.926 -173.165 -175.401  -63.040  -43.679   69.733   44.989 -158.975
234  -13.646  -93.453  -17.227 -177.100 -177.188  -98.632  -35.285   77.805   59.008  164.857
235   -1.696  -74.149  -23.684 -174.922 -170.471  -85.438  -44.428   58.117 -149.814  153.286
236    3.680  -92.343  -23.694 -158.946 -175.299  -73.115  -43.628   68.323  -51.298 -172.322
237    6.605  -90.179  -36.145 -161.766 -174.316  -90.764  -56.350  125.901  -40.570  -11.245
238  -13.449 -108.178  -32.556 -171.994 -175.765  -81.750  -35.131   84.462 -146.371   17.730
239   -6.064 -108.245  -35.788 -177.490 -179.936  -75.855  -59.023   81.045  -62.792  -35.531
240  -16.911 -108.076   23.773  144.037  174.450  -72.406  -56.680   76.357  -44.186   -1.791
241  -22.079  -89.894   22.730  162.444 -177.098  -83.704  -54.730   76.532  -53.150  -36.786
242    0.190 -100.017  -15.001  157.498  179.528  -60.214  -44.067   69.604 -140.079   44.095
243   -2.837 -112.365  -33.751 -155.194 -172.159  -53.130  -48.869   43.489 -129.660   -3.178
244  -28.844  -95.565  -14.473 -176.934 -172.475  -59.424  -49.202   72.391 -103.987    0.325
245  -10.850 -110.463  -29.947 -177.886  176.302  -75.921  -45.891   79.913   49.361   32.337
246    4.463  -82.522  -26.756  175.224 -174.942  -80.199  -38.352   61.884   57.390  164.035
247  -13.438  -96.783  -37.599 -160.059 -163.313 -101.298  -33.508   61.722   49.231  178.779
248  -41.140  -91.321  -18.438  163.509  170.826  -58.471  -48.301   88.185 -119.932   -3.926
249   14.644  -84.360  -29.939 -168.530 -167.108  -97.639  -44.488   68.570 -102.479  -28.277
250  -20.937  -86.197   16.565  163.340 -171.044 -105.283  -42.797   70.292 -120.847 -175.957
251   -3.150  -99.835  -16.878 -174.343 -169.319  -77.800  -56.612   89.071  -58.781 -168.446
252  -30.893 -107.879  -34.634 -174.377 -164.579  -77.493  -43.546   82.970  -51.479  155.901
253   -4.714  -87.255  -29.155 -163.433 -177.765  -86.669  -36.043   70.887 -136.953  -25.586
254  -22.514  -96.921  -18.438 -166.654 -173.659  -72.759  -44.420   63.744 -158.302    1.974
255   -1.083  -90.779  -28.883 -169.315 -171.034  -90.516  -49.479   65.063  -73.196  -12.455
256   -4.319  -97.276  -31.159 -174.646 -175.091  -59.900  -47.530   89.960 -117.180  -16.364
257  -12.072 -109.967  -18.036 -171.977 -175.884  -60.986  -69.183   73.612  136.508    1.644
258  -23.968 -105.256  -18.348  167.887 -161.258  -56.173  -42.748   56.208  104.263    4.770
259    5.231  -77.094  -12.896 -179.138 -176.071  -83.330  -53.353  103.441  152.736    7.999
260   -4.953 -112.699   -5.373  167.899 -169.675  -88.480  -58.599   81.448  109.739   -9.881
261   -7.210  -91.718   -1.564 -179.700 -167.860  -93.239  -52.121   91.385  145.915   -3.026
262   -1.514 -111.811  -14.207  179.048 -168.154  -77.186  -50.868   91.343   79.064   26.901
263  -11.137  -85.729  -16.448 -179.304 -165.168  -71.179  -44.200   91.753   24.012   10.009
264  -19.298  -83.505  -14.107  172.575 -178.965  -80.105  -43.769   74.831   39.709   -0.339
265  -16.983  -99.777    1.229  175.081 -176.650  -92.619  -35.529   84.111  125.628  -16.105
266  -17.572  -87.983  -21.528 -175.996 -166.751 -100.054  -35.729   88.034   41.243  128.397
267  -15.163  -83.553  -12.845 -176.976 -172.344  -90.462  -48.415   80.159   54.136 -173.475
268  -11.709  -72.237  -27.867  164.986 -171.311  -72.663  -45.643  123.228  -50.343  -30.421
