  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      554        0.769        5.681            0      325.916      134.848      198.404
      555        0.734        5.573            0      328.235      139.584      210.185
      556        0.828        5.659            0      328.187      136.719      203.373
      557        0.726        5.572            0      325.587      132.048      205.816
      558        0.863        5.612            0      325.610      143.737      201.072
      559        0.728        5.667            0      327.210      125.527      201.278
      560        0.882        5.700            0      327.207      125.890      203.601
      561        0.829        5.575            0      324.482      133.340      200.346
      562        0.858        5.614            0      323.426      142.614      195.975
      563        0.753        5.557            0      326.299      133.295      202.710
      564        0.769        5.715            0      326.650      132.501      201.386
      565        0.813        5.651            0      325.321      123.338      194.766
      566        0.724        5.569            0      323.528      133.522      199.735
      567        0.686        5.558            0      325.192      125.740      202.248
      568        0.884        5.579            0      325.329      120.833      203.468
      569        0.767        5.648            0      327.784      142.979      197.450
      570        0.896        5.659            0      326.498      142.172      201.285
      571        0.788        5.626            0      324.480      131.719      196.253
      572        0.767        5.641            0      326.488      133.639      202.792
      573        0.684        5.631            0      327.860      141.817      206.393
      574        0.861        5.658            0      324.526      150.780      191.901
      575        0.777        5.640            0      325.505      134.263      201.504
      576        0.842        5.572            0      325.204      127.900      200.271
      577        0.839        5.548            0      328.173      141.813      206.379
      578        0.846        5.579            0      325.606      134.135      199.988
      579        0.909        5.622            0      324.244      131.547      195.681
      580        0.791        5.584            0      324.589      133.190      204.408
      581        0.852        5.630            0      327.039      146.114      195.080
      582        0.703        5.700            0      326.383      139.955      205.311
      583        1.015        5.641            0      326.114      118.647      202.189
      584        0.750        5.583            0      324.364      115.008      205.595
      585        0.873        5.653            0      324.361      114.030      200.294
      586        1.051        5.666            0      327.202      126.222      200.289
      587        0.787        5.645            0      325.530      101.507      197.317
      588        0.756        5.583            0      322.296      137.349      200.252
      589        0.782        5.742            0      327.486      115.826      198.754
      590        0.821        5.558            0      323.145      108.634      196.816
      591        0.806        5.629            0      325.928      110.779      203.635
      592        1.000        5.522            0      324.872      133.421      202.971
      593        0.856        5.567            0      322.204      120.696      203.270
      594        0.799        5.571            0      324.369      126.494      199.675
      595        0.843        5.561            0      324.342      119.065      201.604
      596        0.756        5.672            0      328.565      115.726      207.231
      597        1.352        5.693            0      329.426      144.685      200.223
      598        1.503        5.514            0      326.156      151.627      201.422
      599        1.390        5.439            0      325.548      155.480      195.179
      600        1.499        5.461            0      325.741      126.670      199.696
      601        1.199        5.454            0      324.807      138.448      199.513
      602        1.550        5.436            0      329.098      128.546      209.728
      603        1.639        5.484            0      325.249      134.770      202.376
      604        1.560        5.548            0      326.932      127.745      201.730
      605        1.664        5.479            0      328.635      121.568      208.888
      606        1.594        5.569            0      330.123      130.711      202.674
      607        1.637        5.578            0      328.112      110.210      202.318
      608        1.599        5.642            0      330.554      129.228      198.245
      609        1.582        5.554            0      327.492      128.167      200.160
      610        1.635        5.573            0      326.935      130.037      205.071
      611        1.637        5.569            0      326.054      130.029      201.629
      612        1.217        5.556            0      325.147      140.046      198.087
      613        1.466        5.553            0      326.875      135.669      195.168
      614        1.494        5.535            0      327.685      128.294      203.948
      615        1.300        5.396            0      323.550      117.067      204.136
      616        1.328        5.539            0      324.173      136.350      195.629
      617        1.403        5.486            0      326.981      147.328      199.436
      618        1.540        5.355            0      323.374      109.317      200.053
      619        1.531        5.499            0      326.183      131.403      202.487
      620        1.260        5.420            0      325.626      149.865      200.255
      621        1.401        5.501            0      324.859      120.582      201.549
      622        1.321        5.501            0      325.780      112.222      204.350
      623        1.480        5.483            0      326.661      120.373      204.692
      624        1.437        5.485            0      325.271      116.851      198.332
      625        1.513        5.579            0      328.584      130.285      204.586
      626        1.582        5.420            0      325.467      107.652      204.402
      627        1.565        5.493            0      326.015      132.522      198.589
      628        1.638        5.517            0      327.671      105.820      201.086
      629        1.722        5.572            0      329.198      124.081      205.387
      630        1.545        5.552            0      327.339      131.586      202.235
      631        1.656        5.517            0      325.795      121.903      198.607
      632        1.607        5.454            0      325.494      150.812      201.133
      633        1.590        5.481            0      325.330      139.103      201.869
      634        1.585        5.535            0      326.730      138.488      207.094
      635        1.579        5.486            0      327.971      137.000      206.815
      636        1.699        5.338            0      326.589      113.404      203.764
      637        1.647        5.422            0      325.645      122.029      206.314
      638        1.652        5.351            0      327.084       97.843      203.251
      639        1.731        5.365            0      326.455      120.246      206.782
      640        1.608        5.348            0      325.230      120.523      202.521
      641        1.695        5.531            0      326.515      147.321      203.755
      642        1.655        5.436            0      325.590      119.485      210.987
      643        1.564        5.537            0      326.415      145.246      202.163
      644        1.346        5.513            0      325.416      119.543      193.872
      645        1.629        5.527            0      326.842      124.440      199.996
      646        1.540        5.650            0      326.704      140.458      200.150
      647        1.599        5.554            0      328.019      116.880      199.901
      648        1.673        5.491            0      328.496      125.330      205.219
      649        1.652        5.519            0      327.051      122.832      204.393
      650        1.588        5.557            0      329.123      118.364      203.778
      651        1.621        5.569            0      328.233      119.777      207.099
      652        1.581        5.524            0      324.810      123.116      204.384
      653        1.703        5.515            0      327.048      121.554      201.007
      654        1.739        5.511            0      328.694      115.668      201.811
      655        1.678        5.483            0      325.482      115.636      200.134
      656        1.586        5.598            0      327.024      129.463      199.663
      657        1.615        5.503            0      327.983      131.050      198.948
      658        1.591        5.551            0      326.787      134.474      203.208
      659        1.631        5.513            0      327.054      129.011      203.674
      660        1.612        5.519            0      326.733      131.253      199.368
      661        1.599        5.576            0      328.262      126.370      203.366
      662        1.638        5.511            0      328.011      114.499      203.158
      663        1.654        5.519            0      327.206      130.641      204.699
      664        1.594        5.574            0      328.786      120.891      202.189
      665        1.747        5.471            0      326.988      110.099      202.752
      666        1.678        5.556            0      330.691      111.589      203.849
      667        1.773        5.409            0      326.354      125.174      204.826
      668        1.696        5.514            0      326.334      129.587      199.904
      669        1.660        5.533            0      327.032      109.511      201.811
      670        1.736        5.470            0      328.187      109.196      200.274
      671        1.644        5.501            0      327.457      124.194      201.852
      672        1.610        5.440            0      324.834      133.454      202.359
      673        1.639        5.438            0      325.723      122.979      204.801
      674        1.603        5.533            0      327.042      119.805      203.478
      675        1.709        5.509            0      328.287      139.750      203.281
      676        1.526        5.589            0      326.914      135.601      203.522
      677        1.596        5.630            0      329.293      113.725      203.841
      678        1.599        5.475            0      327.966      104.709      201.409
      679        1.600        5.502            0      326.551      123.879      204.440
      680        1.642        5.450            0      326.730      127.545      205.840
      681        1.590        5.522            0      327.446      128.569      204.127
      682        1.585        5.549            0      326.532      112.223      201.237
      683        1.671        5.477            0      325.786      141.121      199.497
      684        1.763        5.344            0      327.369      106.483      200.759
      685        1.770        5.288            0      325.893      113.058      202.590
      686        1.593        5.550            0      329.887      115.772      202.521
      687        1.595        5.513            0      326.679      107.779      201.833
      688        1.641        5.537            0      326.828      116.343      199.943
      689        1.658        5.561            0      328.497      131.352      204.412
      690        1.533        5.543            0      327.480      111.160      202.872
      691        1.648        5.530            0      328.401      139.373      204.535
      692        1.681        5.566            0      330.637      137.623      209.819
      693        1.623        5.518            0      327.329      127.493      205.908
      694        1.654        5.491            0      326.178      131.880      206.630
      695        1.655        5.375            0      328.351      139.852      204.551
      696        1.605        5.459            0      325.730      128.007      202.342
      697        1.737        5.497            0      328.408      124.202      200.488
      698        1.589        5.556            0      330.141      122.405      205.938
      699        1.543        5.598            0      329.208      129.560      204.811
      700        1.644        5.409            0      327.265      104.033      202.383
      701        1.548        5.401            0      326.124      142.879      201.378
      702        1.679        5.347            0      327.835      103.487      200.182
      703        1.738        5.361            0      326.039      131.873      198.112
      704        1.710        5.361            0      328.333      131.320      201.390
      705        1.775        5.266            0      327.885      105.483      200.653
      706        1.598        5.343            0      321.865      142.911      194.307
      707        1.364        5.419            0      324.444      149.458      201.329
      708        1.192        5.326            0      325.015      163.431      201.991
      709        1.514        5.399            0      325.907      130.094      202.395
      710        1.254        5.406            0      326.810      111.955      199.718
      711        1.233        5.393            0      326.114      128.715      201.301
      712        1.156        5.424            0      324.613      142.837      200.951
      713        1.105        5.478            0      324.502      146.292      191.214
      714        1.446        5.413            0      327.718      113.350      200.308
      715        1.358        5.301            0      323.918      125.810      202.000
      716        1.394        5.360            0      324.265      118.647      198.549
      717        1.221        5.500            0      326.394      119.072      196.378
      718        1.381        5.425            0      322.759      121.261      201.568
      719        1.823        5.317            0      326.710      122.342      201.444
      720        1.613        5.277            0      324.637      137.572      205.267
      721        1.664        5.426            0      329.016      129.322      203.563
      722        1.638        5.342            0      328.097      108.203      198.923
      723        1.593        5.394            0      328.699      134.740      205.090
      724        1.618        5.462            0      328.397      111.552      203.498
      725        1.634        5.420            0      330.204      131.414      207.871
      726        1.545        5.369            0      322.454      132.341      196.500
      727        1.558        5.521            0      327.695      125.724      206.475
      728        1.607        5.505            0      327.182      110.696      205.650
      729        1.647        5.541            0      327.234      120.425      201.779
      730        1.596        5.556            0      326.724      129.331      202.039
      731        1.713        5.547            0      327.166      118.489      204.499
      732        1.687        5.462            0      327.419      122.430      204.990
      733        1.526        5.513            0      326.953      139.154      203.722
      734        1.583        5.298            0      327.441      136.654      204.397
      735        1.741        5.326            0      328.506      111.678      204.485
      736        1.660        5.438            0      329.724      126.910      210.298
      737        1.663        5.364            0      325.797      104.425      203.447
      738        1.625        5.599            0      331.548      148.613      206.118
      739        1.561        5.615            0      327.622      128.826      197.105
      740        1.227        5.495            0      325.331      100.047      200.302
      741        1.620        5.535            0      327.220      122.453      205.291
      742        1.663        5.332            0      326.192       95.630      201.317
      743        1.648        5.430            0      328.293      110.485      203.324
      744        1.686        5.373            0      330.533      116.710      209.347
      745        1.719        5.348            0      326.276       97.921      205.258
      746        1.639        5.307            0      323.988      120.648      196.987
      747        1.618        5.379            0      326.930      123.446      207.070
      748        1.684        5.353            0      326.269      111.620      202.886
      749        1.639        5.397            0      328.663      108.581      212.882
      750        1.692        5.324            0      324.608      120.967      201.888
      751        1.676        5.331            0      323.202      117.288      203.759
      752        1.644        5.268            0      326.148      125.907      207.749
      753        1.630        5.457            0      328.494      126.018      205.078
      754        1.646        5.347            0      327.105      122.262      207.213
      755        1.440        5.453            0      327.417      122.203      203.460
      756        1.323        5.472            0      325.821      103.815      203.887
      757        1.569        5.470            0      325.231      100.876      198.439
      758        1.481        5.402            0      323.107      135.931      202.243
      759        1.377        5.436            0      325.076      114.932      200.055
      760        1.447        5.482            0      325.710      154.139      199.875
      761        1.337        5.573            0      327.973      147.982      197.464
      762        1.426        5.486            0      326.572      142.157      201.776
      763        1.359        5.500            0      326.112      142.863      201.921
      764        1.530        5.490            0      324.907      129.006      196.413
      765        1.246        5.467            0      325.075      137.199      199.739
      766        1.334        5.495            0      327.640      138.840      200.806
      767        1.416        5.510            0      326.097      146.251      203.778
      768        1.451        5.491            0      328.104      161.264      200.984
      769        1.567        5.473            0      326.684      134.684      205.008
      770        1.653        5.395            0      324.590      149.078      199.817
      771        1.498        5.434            0      325.272      131.615      204.675
      772        1.563        5.454            0      325.990      138.693      202.073
      773        1.354        5.482            0      324.506      134.384      201.120
      774        1.419        5.451            0      324.590      144.695      200.370
      775        1.460        5.571            0      327.376      124.724      201.182
      776        1.328        5.532            0      324.646      144.331      197.887
      777        1.609        5.509            0      327.377      129.099      203.512
      778        1.623        5.469            0      324.719      123.660      198.905
      779        1.601        5.514            0      326.647      138.879      204.543
      780        1.633        5.580            0      328.497      134.532      202.723
      781        1.651        5.490            0      325.376      114.235      199.552
      782        1.651        5.517            0      327.186      128.008      203.915
      783        1.565        5.601            0      330.374      127.789      202.065
      784        1.664        5.448            0      327.145      134.205      207.899
      785        1.617        5.591            0      330.171      156.218      209.216
      786        1.682        5.493            0      327.408      126.543      202.025
      787        1.673        5.450            0      329.484      118.801      207.904
      788        1.661        5.544            0      329.204      132.927      209.845
      789        1.635        5.573            0      328.101      134.546      203.632
      790        1.658        5.537            0      325.960      124.212      200.841
      791        1.633        5.547            0      327.299      132.788      204.000
      792        1.435        5.541            0      325.354      145.811      195.912
      793        1.572        5.457            0      322.600      133.460      203.259
      794        1.615        5.389            0      329.092      100.790      199.894
      795        1.774        5.403            0      327.844      102.481      204.573
      796        1.613        5.570            0      328.522      120.889      202.471
      797        1.700        5.438            0      326.893      129.330      203.591
      798        1.702        5.400            0      327.923      115.318      205.977
      799        1.601        5.552            0      327.847      118.809      200.497
      800        1.633        5.503            0      326.002      120.546      200.112
      801        1.633        5.582            0      328.935      133.796      203.809
      802        1.580        5.433            0      327.033      131.526      202.623
      803        1.689        5.376            0      328.251      114.134      200.869
      804        1.730        5.344            0      326.296      108.991      202.097
      805        1.674        5.381            0      325.913      103.514      204.880
      806        1.556        5.344            0      324.929      122.532      203.960
      807        1.638        5.492            0      327.205      115.694      199.008
      808        1.657        5.563            0      326.934      125.710      203.217
      809        1.674        5.443            0      325.195      126.932      203.806
      810        1.617        5.513            0      324.247      117.907      197.532
      811        1.669        5.455            0      329.403      106.891      203.988
      812        1.508        5.370            0      325.657      120.947      206.116
      813        1.647        5.422            0      328.314       97.158      202.959
      814        1.687        5.485            0      328.802      124.698      202.966
      815        1.678        5.273            0      323.914      114.657      203.612
      816        1.674        5.351            0      325.288      110.469      202.732
      817        1.628        5.400            0      328.601      124.563      204.364
      818        1.641        5.403            0      327.901      129.242      204.461
      819        1.586        5.466            0      327.894      120.859      203.670
      820        1.638        5.341            0      325.850      103.548      201.576
      821        1.582        5.426            0      324.399      121.209      204.082
      822        1.673        5.398            0      329.042      112.741      207.320
      823        1.657        5.398            0      329.811      126.058      207.391
      824        1.670        5.403            0      326.794      118.582      200.287
      825        1.636        5.353            0      325.893      109.089      201.509
      826        1.705        5.367            0      326.062      107.626      201.934
      827        1.877        5.275            0      326.208       82.307      201.203
      828        1.573        5.432            0      327.624      116.573      199.787
      829        1.712        5.348            0      325.464      108.737      203.507
      830        1.734        5.338            0      325.102      112.018      201.113
      831        1.610        5.391            0      328.253      114.560      205.358
      832        1.694        5.344            0      325.078       97.244      204.207
      833        1.676        5.413            0      328.219      121.329      204.228
      834        1.734        5.353            0      325.165       97.429      203.867
      835        1.826        5.283            0      326.010       97.330      205.174
      836        1.702        5.371            0      326.668      107.341      199.451
      837        1.562        5.428            0      327.529      123.981      201.529
      838        1.582        5.365            0      325.440      111.732      205.016
      839        1.671        5.432            0      330.647      115.930      205.130
      840        1.684        5.337            0      324.548      103.759      200.608
      841        1.712        5.422            0      326.958      115.924      202.622
      842        1.750        5.321            0      325.590      102.722      198.795
      843        1.715        5.320            0      327.215      109.069      207.175
      844        1.532        5.353            0      325.247       95.373      199.654
      845        1.612        5.427            0      327.138      125.441      206.736
      846        1.701        5.347            0      327.120       95.683      203.665
      847        1.689        5.329            0      327.171       99.012      200.354
      848        1.630        5.473            0      326.835      124.549      202.299
      849        1.533        5.371            0      323.833      123.518      207.013
      850        1.629        5.268            0      326.442      115.174      203.140
      851        1.699        5.461            0      326.472      114.046      199.923
      852        1.789        5.497            0      325.545      129.539      200.047
      853        1.653        5.354            0      328.041       97.571      200.701
      854        1.620        5.432            0      326.838      113.449      208.624
      855        1.582        5.386            0      327.821      116.485      200.759
      856        1.632        5.482            0      325.660      128.013      203.691
      857        1.602        5.415            0      326.256      129.618      203.082
      858        1.576        5.547            0      326.312      140.397      204.959
      859        1.630        5.255            0      324.713      116.570      204.276
      860        1.610        5.565            0      326.727      144.210      202.206
      861        1.645        5.474            0      326.027      127.687      202.618
      862        1.665        5.518            0      327.933      122.732      198.976
      863        1.692        5.473            0      325.119      124.524      199.534
      864        1.686        5.507            0      328.633      111.003      206.516
      865        1.582        5.571            0      327.866      131.062      200.495
      866        1.574        5.408            0      325.388      113.834      201.204
      867        1.641        5.600            0      329.795      136.509      202.221
      868        1.568        5.553            0      328.009      134.520      203.210
      869        1.502        5.495            0      328.237      125.041      202.521
      870        1.580        5.573            0      328.945      136.171      202.232
      871        1.616        5.568            0      326.101      130.667      206.111
      872        1.670        5.448            0      325.115      113.529      198.871
      873        1.673        5.487            0      327.357      134.347      205.036
      874        1.661        5.490            0      326.664      120.735      203.799
      875        1.610        5.547            0      325.331      133.941      200.435
      876        1.689        5.336            0      326.590      121.507      203.605
      877        1.676        5.422            0      324.589      124.818      201.778
      878        1.612        5.436            0      325.245      133.343      202.421
      879        1.639        5.226            0      323.413      125.642      204.697
      880        1.824        5.311            0      326.566      125.346      204.088
      881        1.719        5.385            0      327.886      121.988      200.795
      882        1.643        5.375            0      327.709      114.124      204.067
      883        1.557        5.269            0      323.181      125.851      200.938
      884        1.582        5.323            0      326.805      140.229      206.830
      885        1.695        5.372            0      324.965      118.754      202.433
      886        1.712        5.380            0      324.431      108.759      201.556
      887        1.328        5.452            0      326.824      108.045      193.007
      888        1.621        5.390            0      329.699      107.857      202.491
      889        1.733        5.296            0      323.717      116.947      200.017
      890        1.757        5.390            0      328.875      111.415      201.066
      891        1.639        5.338            0      327.133      112.906      198.411
      892        1.667        5.375            0      325.736      109.206      203.177
      893        1.675        5.422            0      328.171      127.594      206.892
      894        1.602        5.511            0      329.128      121.592      205.621
      895        1.705        5.270            0      324.961      110.112      202.920
      896        1.653        5.334            0      327.855      122.903      201.475
      897        1.603        5.427            0      327.349      121.009      200.531
      898        1.703        5.362            0      325.152      110.234      202.887
      899        1.533        5.311            0      326.238      117.239      205.665
      900        1.646        5.381            0      325.644      109.485      200.876
      901        1.656        5.343            0      327.209       99.687      200.562
      902        1.737        5.405            0      328.951      108.020      209.212
      903        1.707        5.347            0      327.505      123.615      208.980
      904        1.676        5.538            0      327.372      130.910      200.783
      905        1.560        5.538            0      326.503      128.092      199.809
      906        1.633        5.417            0      328.283      116.015      205.258
      907        1.588        5.513            0      326.078      142.327      201.781
      908        1.663        5.547            0      328.488      124.349      202.696
      909        1.633        5.496            0      326.749      139.771      207.336
      910        1.649        5.515            0      326.853      125.624      198.836
      911        1.538        5.594            0      327.221      127.226      204.479
      912        1.668        5.481            0      326.788      133.149      202.324
      913        1.619        5.587            0      328.147      126.121      199.832
      914        1.627        5.473            0      329.021      109.379      202.318
      915        1.669        5.500            0      327.640      112.164      204.883
      916        1.684        5.519            0      326.071      120.908      201.569
      917        1.608        5.606            0      328.196      140.862      205.232
      918        1.637        5.521            0      327.682      111.150      206.655
      919        1.626        5.463            0      325.458      113.648      205.597
      920        1.624        5.528            0      327.100      113.948      202.489
      921        1.625        5.572            0      328.682      123.995      201.646
      922        1.672        5.504            0      326.138      106.358      203.174
      923        1.593        5.641            0      330.533      130.436      206.146
      924        1.644        5.568            0      327.548      130.484      202.069
      925        1.511        5.536            0      326.529      112.806      200.441
      926        1.754        5.531            0      328.858      129.435      204.361
      927        1.649        5.463            0      331.947       90.085      204.829
      928        1.757        5.354            0      329.399      113.081      206.212
      929        1.600        5.410            0      327.591      114.727      196.235
      930        1.649        5.382            0      325.211      111.536      205.309
      931        1.649        5.367            0      328.621      118.702      200.569
      932        1.582        5.541            0      325.537      126.451      207.917
      933        1.653        5.447            0      326.320      131.678      208.763
      934        1.578        5.551            0      326.643      123.410      200.007
      935        1.684        5.404            0      324.836      108.320      202.802
      936        1.542        5.601            0      327.222      130.871      199.045
      937        1.200        5.502            1      321.281      135.755      184.549
      938        1.522        5.558            0      327.225      140.062      206.199
      939        1.654        5.445            0      326.752      108.853      200.605
      940        1.730        5.500            0      327.193      122.481      203.511
      941        1.632        5.566            0      325.539      118.299      198.750
      942        1.677        5.486            0      327.848      121.428      201.736
      943        1.626        5.600            0      329.539      115.862      197.388
      944        1.552        5.518            0      325.261      133.731      198.044
      945        1.226        5.445            0      320.562      111.626      192.170
      946        1.581        5.387            0      326.009      101.652      200.954
      947        1.530        5.510            0      327.302      120.984      207.701
      948        1.568        5.557            0      329.971      132.621      203.100
      949        1.556        5.487            0      327.622      112.708      203.522
      950        1.671        5.460            0      326.047      103.161      201.488
      951        1.708        5.493            0      328.181      113.711      201.101
      952        1.634        5.546            0      327.907      125.710      201.981
      953        1.623        5.477            0      328.282      126.466      199.968
      954        1.588        5.549            0      325.963      113.592      201.753
      955        1.614        5.573            0      328.319      126.722      199.313
      956        1.634        5.518            0      327.086      124.899      200.140
      957        1.633        5.503            0      327.495      124.836      200.753
      958        1.664        5.433            0      327.344      129.268      204.555
      959        1.610        5.623            0      330.477      141.645      202.450
      960        1.690        5.497            0      326.682      109.611      202.605
      961        1.620        5.577            0      327.976      131.231      202.486
      962        1.694        5.504            0      327.520      104.547      198.490
      963        1.641        5.525            0      325.482      124.146      201.183
      964        1.701        5.493            0      327.497      135.630      203.266
      965        1.685        5.447            0      324.481      126.511      199.688
      966        1.671        5.573            0      326.488      135.971      198.108
      967        1.570        5.531            0      325.325      129.884      202.595
      968        1.308        5.482            0      323.712      138.151      191.662
      969        1.254        5.514            0      325.119      132.550      196.484
      970        1.663        5.525            0      325.428      124.456      201.218
      971        1.586        5.556            0      326.882      114.190      203.069
      972        1.609        5.519            0      326.423      129.466      203.413
      973        1.602        5.592            0      330.084      126.443      202.029
      974        1.644        5.535            0      327.041      124.828      200.745
      975        1.446        5.508            0      329.017       87.817      203.500
      976        1.421        5.568            0      326.790      101.156      200.836
      977        1.273        5.528            0      328.334       93.839      201.420
      978        1.406        5.476            0      325.988      135.272      199.711
      979        1.402        5.534            0      327.009       99.639      199.593
      980        1.492        5.478            0      327.178      110.827      197.475
      981        1.391        5.508            0      325.354       95.696      194.466
      982        1.513        5.458            0      324.516       97.756      199.420
      983        1.393        5.583            0      326.613       92.347      189.673
      984        1.454        5.486            0      326.203       90.305      197.924
      985        1.466        5.472            0      325.805      116.191      204.939
      986        1.438        5.478            0      325.128      108.628      197.204
      987        1.349        5.478            0      327.264      131.099      204.975
      988        1.323        5.445            0      327.169      118.797      201.817
      989        1.383        5.443            0      325.340      120.425      202.086
      990        1.318        5.455            0      322.885      133.232      202.893
      991        1.422        5.488            0      326.234      116.709      201.197
      992        1.386        5.580            0      324.820      157.715      195.902
      993        1.300        5.568            0      328.083      126.283      199.180
      994        1.158        5.452            0      323.852       93.034      203.919
      995        1.298        5.508            0      326.795       95.363      200.521
      996        1.285        5.391            0      323.832       92.533      198.456
      997        1.401        5.415            0      323.267       88.055      198.649
      998        1.522        5.455            0      327.283      110.062      197.913
      999        1.193        5.490            0      324.845      119.668      201.543
     1000        1.296        5.465            0      326.837      130.271      202.986
