  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
       54        0.827        5.617            0      327.751      106.804      207.072
       55        0.692        5.562            0      326.040       95.361      206.987
       56        0.951        5.631            0      328.270       98.522      208.433
       57        0.750        5.580            0      324.405       96.776      206.197
       58        0.948        5.694            0      327.989      107.472      206.728
       59        0.877        5.622            0      325.898       87.148      206.897
       60        0.858        5.589            0      325.141       87.072      200.664
       61        0.803        5.630            0      329.671       85.172      208.061
       62        0.729        5.581            0      324.193       88.453      204.136
       63        0.891        5.653            0      330.057       85.668      209.853
       64        0.980        5.587            0      329.010      105.101      207.064
       65        0.982        5.611            0      323.958       96.261      203.936
       66        0.914        5.667            0      326.831      103.818      201.670
       67        0.698        5.575            0      323.378      106.647      200.549
       68        0.835        5.624            0      327.359       69.551      207.503
       69        0.641        5.622            0      325.639       99.206      206.447
       70        0.523        5.553            0      321.711      119.471      198.846
       71        0.922        5.716            0      328.424       78.810      203.837
       72        0.916        5.628            0      327.702       91.332      210.149
       73        0.829        5.518            0      328.418       57.436      208.389
       74        0.909        5.643            0      327.127       91.493      210.369
       75        0.879        5.559            0      324.275       80.968      207.566
       76        0.985        5.657            0      326.568       95.763      202.905
       77        0.945        5.580            0      325.213       79.565      204.795
       78        0.774        5.675            0      329.055       82.038      206.038
       79        0.957        5.606            0      327.430       91.696      207.124
       80        0.983        5.591            0      327.159       83.222      204.438
       81        0.951        5.662            0      328.852       94.319      209.972
       82        0.823        5.635            0      326.398       99.995      205.553
       83        0.970        5.624            0      326.766       88.286      204.071
       84        0.907        5.598            0      327.834       88.581      209.021
       85        0.784        5.638            0      329.637      114.217      209.221
       86        0.627        5.561            0      323.223       79.828      200.942
       87        0.899        5.632            0      327.708       94.530      208.670
       88        0.994        5.599            0      324.174       71.154      203.298
       89        0.695        5.617            0      324.525       83.799      201.708
       90        0.899        5.625            0      327.802       83.841      204.293
       91        0.896        5.705            0      326.375       86.566      204.821
       92        0.979        5.678            0      327.091       95.610      199.313
       93        0.709        5.625            0      326.708      103.585      207.073
       94        0.972        5.677            0      329.139      103.975      204.831
       95        0.809        5.551            0      324.631       80.369      207.681
       96        0.840        5.520            0      327.358      124.621      205.272
       97        0.884        5.603            0      328.521       95.864      204.423
       98        0.774        5.626            0      325.475       90.182      208.759
       99        0.881        5.626            0      325.258      100.872      206.053
      100        0.533        5.609            0      323.623      117.936      195.228
      101        0.639        5.535            0      324.878       92.237      198.717
      102        0.885        5.553            0      325.428       93.964      206.592
      103        0.778        5.637            0      328.478       79.352      211.265
      104        0.387        5.543            0      323.237       73.625      198.548
      105        0.596        5.587            0      322.143       87.575      200.691
      106        0.501        5.624            0      324.551      128.941      200.596
      107        0.366        5.603            0      323.982      134.280      197.082
      108        0.790        5.576            0      326.394      125.830      200.123
      109        1.100        5.534            1      321.888      147.677      191.371
      110        0.929        5.621            0      331.116      138.572      209.051
      111        0.925        5.659            0      327.695      119.573      209.894
      112        0.938        5.501            0      324.853      104.898      209.322
      113        1.075        5.649            0      328.032      142.331      203.933
      114        0.687        5.523            0      325.993      124.528      209.637
      115        0.931        5.500            0      325.911      113.901      205.953
      116        0.815        5.535            0      324.681      119.173      203.034
      117        0.673        5.510            0      322.165      107.073      203.907
      118        0.751        5.610            0      326.085      135.789      207.141
      119        0.787        5.534            0      325.125      124.740      206.135
      120        0.402        5.587            0      324.416      127.192      198.373
      121        0.730        5.592            0      324.714      120.848      198.934
      122        0.689        5.595            0      328.013      106.095      208.332
      123        0.790        5.551            0      325.113      108.920      204.539
      124        0.665        5.544            0      325.392      117.482      205.572
      125        0.943        5.466            0      325.473       94.967      210.812
      126        0.914        5.565            0      325.295      117.283      205.512
      127        0.847        5.618            0      328.043      124.894      208.172
      128        0.820        5.533            0      325.529      115.445      202.486
      129        0.534        5.565            0      325.203      142.834      197.061
      130        0.716        5.633            0      327.659      125.131      200.631
      131        0.698        5.518            0      325.420      117.049      205.483
      132        0.915        5.710            0      330.933      126.904      208.442
      133        0.897        5.580            0      325.999      103.820      206.499
      134        0.849        5.682            0      330.593      121.154      210.821
      135        0.834        5.561            0      322.482      133.888      205.389
      136        0.678        5.653            0      326.695      127.496      200.802
      137        0.675        5.597            0      325.920      112.119      201.385
      138        0.758        5.488            0      324.073      128.576      203.624
      139        0.923        5.679            0      328.974      118.261      207.266
      140        0.933        5.705            0      328.951       97.177      206.132
      141        0.785        5.576            0      326.659      129.145      203.604
      142        0.780        5.510            0      325.096      128.579      203.981
      143        0.788        5.590            0      326.371      129.957      204.802
      144        0.860        5.623            0      327.650      132.872      211.196
      145        0.941        5.464            0      325.110      124.277      202.929
      146        0.962        5.654            0      326.956      126.620      207.690
      147        0.889        5.623            0      325.121      135.497      201.231
      148        0.704        5.609            0      326.842      118.185      204.838
      149        0.661        5.686            0      326.960      147.106      204.207
      150        0.996        5.706            0      327.722      132.385      201.690
      151        0.750        5.578            0      325.320      156.351      205.953
      152        0.943        5.557            0      326.174      109.054      207.556
      153        0.734        5.611            0      326.557      120.488      197.466
      154        1.041        5.586            0      328.309      121.281      208.386
      155        1.074        5.625            0      326.538      128.632      200.056
      156        0.657        5.641            0      326.210      126.207      202.633
      157        0.935        5.648            0      327.162      117.773      205.688
      158        0.704        5.580            0      325.531      125.950      200.095
      159        0.798        5.731            0      327.292      130.879      201.308
      160        0.815        5.513            0      321.981      139.704      197.205
      161        1.143        5.638            0      327.477      139.018      206.562
      162        1.036        5.614            0      325.703      121.432      206.332
      163        0.625        5.610            0      325.642      127.388      202.103
      164        0.729        5.632            0      327.029      133.989      203.283
      165        1.070        5.591            0      325.939      129.803      200.227
      166        0.642        5.580            0      322.906      133.812      201.151
      167        0.779        5.561            0      328.277      115.552      209.781
      168        0.862        5.593            0      326.401      139.519      203.805
      169        0.807        5.707            0      329.133      127.200      205.807
      170        0.932        5.607            0      328.638      109.382      207.943
      171        1.030        5.536            0      325.890      112.543      207.017
      172        0.966        5.534            0      328.084       95.785      210.668
      173        0.678        5.663            0      328.325      143.479      204.299
      174        0.802        5.611            0      326.350      130.028      199.610
      175        0.808        5.690            0      325.132      120.352      197.813
      176        0.546        5.564            0      324.390      133.037      203.185
      177        0.753        5.604            0      324.370      116.979      203.649
      178        1.011        5.575            0      328.939      112.839      208.989
      179        1.061        5.621            0      328.436      103.431      202.787
      180        0.883        5.598            0      328.243      115.451      206.207
      181        0.860        5.513            0      325.818       89.830      213.460
      182        0.691        5.597            0      325.319      118.015      203.391
      183        0.992        5.496            0      326.805       94.922      207.082
      184        0.776        5.635            0      326.809      116.156      202.875
      185        0.651        5.589            0      322.763       98.436      203.038
      186        0.684        5.629            0      323.756      122.050      202.777
      187        0.829        5.536            0      324.650      121.070      203.377
      188        0.721        5.745            0      325.400      124.938      197.372
      189        0.612        5.546            0      324.775      148.629      200.177
      190        0.917        5.565            0      326.501      100.258      205.398
      191        0.995        5.619            0      327.083      110.149      207.964
      192        0.881        5.686            0      329.453      115.724      203.423
      193        0.796        5.589            0      326.212       91.056      202.992
      194        0.864        5.692            0      329.232      108.113      207.638
      195        1.029        5.582            0      328.309      128.444      204.355
      196        1.014        5.613            0      328.912      145.937      207.491
      197        0.974        5.637            0      329.118      102.067      205.440
      198        1.124        5.563            0      323.612      129.726      198.591
      199        1.010        5.593            0      327.466      102.701      206.001
      200        0.946        5.650            0      328.454       84.521      207.205
      201        0.943        5.512            0      325.939      120.853      208.416
      202        0.974        5.670            0      328.027      116.364      205.193
      203        1.011        5.519            0      325.915      105.250      207.797
      204        0.928        5.620            0      328.412      106.207      205.498
      205        0.883        5.590            0      324.991      103.132      203.174
      206        1.003        5.603            0      327.643       86.038      206.649
      207        0.693        5.491            0      321.889      114.476      192.918
      208        0.521        5.487            0      323.815      133.745      201.059
      209        0.532        5.630            0      328.508      137.900      201.506
      210        0.566        5.685            0      330.032      122.988      202.669
      211        0.810        5.608            0      328.219      124.726      205.195
      212        0.913        5.595            0      325.175      114.090      200.678
      213        0.636        5.612            0      326.757      117.362      198.436
      214        0.762        5.699            0      328.412      126.182      201.447
      215        0.702        5.586            0      328.208      118.832      208.814
      216        0.666        5.644            0      326.208      127.713      202.837
      217        0.787        5.552            0      324.513      117.971      202.526
      218        0.720        5.601            0      324.263      125.452      197.901
      219        0.830        5.636            0      324.739      122.885      205.873
      220        0.985        5.618            0      328.469       89.675      204.294
      221        0.759        5.475            0      323.547       93.041      206.769
      222        0.730        5.659            0      326.373       95.537      200.660
      223        0.770        5.544            0      327.147       88.539      202.684
      224        0.764        5.529            0      326.047      127.049      207.195
      225        0.853        5.479            0      324.003       92.140      202.055
      226        0.602        5.625            0      326.829      108.811      198.053
      227        0.771        5.594            0      324.610       89.754      202.546
      228        0.843        5.593            0      327.400       85.707      208.016
      229        0.661        5.598            0      321.284      105.840      194.908
      230        0.789        5.578            0      324.986      106.320      202.894
      231        0.964        5.634            0      326.858       72.961      209.008
      232        0.573        5.761            0      328.433       86.794      193.575
      233        0.886        5.581            0      326.790       87.233      210.004
      234        0.616        5.571            0      325.910       92.893      200.008
      235        0.698        5.585            0      324.988       98.842      202.180
      236        0.870        5.469            0      325.555       93.636      205.694
      237        0.652        5.536            0      324.975       78.457      203.569
      238        0.945        5.556            0      324.753       92.510      207.144
      239        0.981        5.555            0      326.074       82.965      205.862
      240        0.952        5.595            0      327.791       66.406      207.745
      241        0.731        5.626            0      326.271      108.743      205.042
      242        1.005        5.620            0      326.149       92.529      205.833
      243        0.720        5.526            0      325.837       89.040      204.082
      244        0.904        5.614            0      326.181       96.917      203.693
      245        0.718        5.572            0      325.217       85.838      200.424
      246        1.085        5.614            0      326.814      106.781      204.759
      247        0.827        5.534            0      326.084       86.316      208.617
      248        1.027        5.566            0      326.367       91.428      209.493
      249        0.954        5.476            0      326.345       98.127      208.316
      250        0.724        5.583            0      326.787      130.718      205.789
      251        0.808        5.615            0      328.735      107.848      207.823
      252        0.650        5.566            0      325.148       90.647      208.589
      253        0.772        5.560            0      329.703       76.920      208.669
      254        0.819        5.454            0      324.009       99.000      203.777
      255        0.753        5.594            0      324.259      106.988      202.497
      256        0.737        5.526            0      325.963       99.171      208.029
      257        0.756        5.569            0      328.234      106.500      212.224
      258        0.900        5.487            0      326.636      104.164      210.419
      259        0.864        5.481            0      327.526       81.278      213.181
      260        0.888        5.664            0      328.889       90.841      202.211
      261        0.668        5.550            0      326.254       68.835      202.483
      262        1.017        5.640            0      325.106       85.061      197.645
      263        1.058        5.582            1      323.995      108.703      190.081
      264        1.066        5.703            0      328.110       94.862      203.080
      265        0.615        5.571            0      323.915       83.068      198.766
      266        0.755        5.571            0      326.352       86.012      207.761
      267        0.544        5.578            0      322.535      122.619      199.871
      268        0.449        5.619            0      327.817      122.155      207.528
      269        0.477        5.661            0      325.201      115.508      198.389
      270        0.410        5.593            0      327.677       98.603      202.781
      271        0.614        5.613            0      324.786      109.607      198.209
      272        0.414        5.587            0      324.748      147.896      196.427
      273        0.842        5.455            0      323.281       92.407      209.696
      274        0.629        5.664            0      325.732      109.183      199.502
      275        0.727        5.541            0      323.009      115.026      201.460
      276        0.775        5.466            0      322.276      110.451      201.059
      277        0.739        5.493            0      323.603      117.244      199.678
      278        0.505        5.626            0      325.088      119.812      195.419
      279        0.953        5.694            0      327.570       94.518      204.426
      280        0.863        5.531            0      325.715       77.593      206.306
      281        0.573        5.612            0      325.950      112.003      199.336
      282        0.689        5.599            0      324.320      110.656      196.368
      283        0.615        5.562            0      325.904      109.053      202.027
      284        0.596        5.651            0      325.506      112.211      201.216
      285        0.520        5.491            0      324.133      113.519      198.931
      286        0.590        5.565            0      323.511      107.408      195.987
      287        0.552        5.603            0      328.004      132.616      203.676
      288        0.862        5.617            0      324.540      124.181      197.923
      289        0.716        5.702            0      326.981      120.911      199.804
      290        0.786        5.597            0      326.477      132.244      204.016
      291        0.607        5.616            0      325.218      111.048      199.126
      292        0.628        5.569            0      324.593      131.681      197.643
      293        0.604        5.556            0      324.757      123.594      200.305
      294        0.774        5.537            0      325.798      113.836      206.326
      295        0.729        5.631            0      325.630      146.320      201.433
      296        0.613        5.594            0      322.818      138.360      197.806
      297        0.685        5.673            0      328.563      125.036      202.256
      298        0.672        5.663            0      326.020      131.599      198.670
      299        0.767        5.625            0      324.807      126.234      194.552
      300        0.560        5.592            0      323.132      125.087      197.015
      301        0.836        5.590            0      327.339      140.041      206.155
      302        0.581        5.562            0      322.326      122.508      197.860
      303        0.837        5.527            0      323.493      117.023      203.005
      304        0.726        5.655            0      324.955      139.665      195.679
      305        0.635        5.622            0      322.849      128.901      203.862
      306        0.625        5.693            0      326.485      124.798      197.219
      307        0.782        5.509            0      323.166      126.734      205.110
      308        0.732        5.610            0      324.755      121.882      197.141
      309        0.836        5.599            0      326.419      130.792      207.051
      310        0.759        5.641            0      326.181      108.331      205.531
      311        0.616        5.574            0      326.584      133.635      202.025
      312        0.805        5.517            0      324.967      148.561      201.188
      313        0.574        5.586            0      322.299      144.320      202.451
      314        0.754        5.611            0      325.883      119.335      205.598
      315        0.586        5.600            0      325.075      116.852      200.148
      316        0.897        5.566            0      326.726      111.818      208.090
      317        0.695        5.589            0      324.888      126.407      197.164
      318        0.694        5.588            0      325.312      111.051      200.652
      319        0.600        5.673            0      327.715      105.851      197.516
      320        0.665        5.634            0      323.547      110.529      199.162
      321        0.533        5.647            0      325.727      116.083      198.482
      322        0.630        5.620            0      324.369      137.532      195.271
      323        0.725        5.545            0      324.980      129.456      199.233
      324        0.656        5.644            0      326.535      113.871      200.449
      325        0.368        5.606            0      325.734      106.202      197.355
      326        0.671        5.634            0      325.243      129.661      200.470
      327        0.527        5.531            0      322.140      106.672      193.696
      328        0.747        5.644            0      324.601      114.903      193.832
      329        0.683        5.678            0      325.768      116.540      197.977
      330        0.633        5.632            0      325.051      118.594      200.271
      331        0.618        5.661            0      328.359      117.966      202.557
      332        0.491        5.597            0      326.528      139.287      196.584
      333        0.759        5.605            0      326.126      107.304      201.836
      334        0.654        5.604            0      326.767      111.909      204.464
      335        0.483        5.553            0      325.087      133.334      200.933
      336        0.798        5.505            0      322.056      110.203      202.218
      337        0.745        5.653            0      326.363      118.543      203.570
      338        0.662        5.609            0      323.807      119.366      199.333
      339        0.548        5.598            0      323.965      145.110      193.213
      340        0.629        5.587            0      323.535      125.715      196.531
      341        0.695        5.599            0      326.398      131.332      204.076
      342        0.717        5.580            0      326.889      165.157      199.446
      343        0.696        5.604            0      324.517      137.630      202.400
      344        0.644        5.596            0      325.410      133.682      203.674
      345        0.862        5.612            0      323.564      131.749      197.127
      346        0.785        5.526            0      322.919      134.986      197.637
      347        0.667        5.602            0      324.849      135.913      203.038
      348        0.741        5.582            0      325.912      122.462      206.819
      349        0.831        5.639            0      326.391      143.574      204.414
      350        0.574        5.618            0      325.598      144.108      199.658
      351        0.724        5.603            0      323.285      133.545      201.478
      352        0.704        5.709            0      328.917      135.722      201.190
      353        0.720        5.612            0      326.025      127.775      202.304
      354        0.801        5.628            0      325.058      137.628      205.064
      355        0.612        5.576            0      322.442      122.527      204.862
      356        0.745        5.601            0      325.170      135.610      203.796
      357        0.727        5.560            0      324.144      130.442      202.498
      358        0.569        5.671            0      323.777      147.455      197.447
      359        0.618        5.541            0      322.385      124.957      198.304
      360        0.720        5.635            0      326.611      132.277      202.015
      361        0.871        5.642            0      325.140      122.412      202.537
      362        0.691        5.685            0      327.239      126.438      197.412
      363        0.795        5.664            0      328.436      139.906      203.585
      364        0.688        5.648            0      329.290      151.764      201.210
      365        0.841        5.621            0      325.586      143.704      200.241
      366        0.844        5.690            0      328.301      126.893      210.989
      367        0.716        5.568            0      323.014      131.514      200.069
      368        0.724        5.562            0      325.133      137.451      202.845
      369        0.738        5.621            0      324.508      136.903      201.544
      370        0.593        5.597            0      324.192      141.177      200.834
      371        0.915        5.650            0      327.086      138.392      204.582
      372        0.589        5.570            0      325.507      155.234      199.576
      373        0.744        5.608            0      324.230      126.692      205.841
      374        0.676        5.674            0      326.607      130.463      197.135
      375        0.677        5.649            0      325.858      140.442      199.605
      376        0.812        5.624            0      327.651      141.835      203.278
      377        0.657        5.587            0      325.750      123.350      201.315
      378        1.042        5.569            0      328.270      119.770      204.718
      379        0.646        5.537            0      322.253      130.813      196.554
      380        0.756        5.532            0      321.618      140.687      198.984
      381        0.540        5.595            0      325.305      140.001      196.237
      382        0.616        5.566            0      324.538      136.211      200.886
      383        0.842        5.645            0      325.281      142.036      201.113
      384        0.865        5.521            0      324.727      111.363      206.150
      385        0.663        5.589            0      324.707      147.248      197.805
      386        0.524        5.642            0      328.367      125.879      204.442
      387        0.651        5.560            0      325.932      132.323      202.017
      388        0.659        5.489            0      322.321      121.078      201.719
      389        0.818        5.556            0      324.925      144.735      198.693
      390        0.752        5.586            0      323.997      127.287      202.041
      391        0.878        5.594            0      326.682      140.794      206.508
      392        0.702        5.557            0      326.784      132.722      204.963
      393        0.620        5.554            0      325.220      118.581      204.272
      394        0.816        5.485            0      320.700      124.127      199.449
      395        0.567        5.642            0      327.005      149.409      201.753
      396        0.635        5.640            0      326.535      123.038      201.575
      397        0.594        5.539            0      324.684      126.922      199.154
      398        0.601        5.589            0      323.719      146.659      201.901
      399        0.445        5.632            0      324.583      148.423      198.464
      400        0.696        5.594            0      326.366      127.951      202.421
      401        0.582        5.703            0      328.171      143.574      203.495
      402        0.682        5.619            0      323.234      110.879      199.417
      403        0.494        5.541            0      328.470      113.072      202.619
      404        0.573        5.679            0      324.550      134.704      194.547
      405        0.764        5.585            0      325.626      149.217      195.616
      406        0.668        5.551            0      325.494      114.404      204.968
      407        0.610        5.630            0      325.391      133.022      199.404
      408        0.952        5.535            0      324.976      103.396      202.048
      409        0.405        5.555            0      323.443      110.673      198.084
      410        0.623        5.614            0      327.575      127.362      201.377
      411        0.666        5.678            0      326.106      124.021      198.771
      412        0.515        5.578            0      325.306      128.222      198.663
      413        0.579        5.627            0      325.461      102.957      199.845
      414        0.699        5.689            0      326.017      134.507      200.172
      415        0.676        5.551            0      326.290      112.256      206.925
      416        0.631        5.577            0      325.966      103.792      201.760
      417        0.737        5.649            0      326.977      121.211      208.611
      418        0.655        5.634            0      326.886      124.004      199.581
      419        0.415        5.606            0      327.381      123.497      201.643
      420        0.610        5.620            0      327.797      118.869      205.845
      421        0.633        5.646            0      325.711      145.432      199.075
      422        0.743        5.624            0      326.011      128.549      201.698
      423        0.526        5.567            0      323.961      131.634      200.347
      424        0.731        5.617            0      325.143      135.535      203.145
      425        0.706        5.664            0      326.752      136.944      203.379
      426        0.654        5.716            0      328.290      138.168      197.185
      427        0.637        5.707            0      325.734      138.350      197.173
      428        0.671        5.620            0      321.961      123.698      197.221
      429        0.652        5.650            0      324.690      117.206      199.061
      430        0.626        5.643            0      327.729      115.856      200.706
      431        0.814        5.535            0      327.008       99.453      208.316
      432        0.726        5.574            0      322.694      106.847      204.479
      433        0.727        5.563            0      326.462      114.291      204.954
      434        0.951        5.523            0      325.055      117.006      205.381
      435        0.746        5.492            0      325.777      116.281      202.376
      436        0.527        5.672            0      328.366      110.874      203.111
      437        0.649        5.584            0      325.756      123.681      199.964
      438        0.613        5.584            0      322.644      114.818      195.386
      439        0.527        5.550            0      324.959      109.999      203.072
      440        0.692        5.649            0      325.799      102.110      195.230
      441        0.585        5.577            0      325.238      109.720      200.833
      442        0.675        5.613            0      325.109      116.584      197.731
      443        0.672        5.572            0      325.566      125.025      196.296
      444        0.493        5.594            0      324.421      106.562      200.180
      445        0.566        5.608            0      325.366      109.123      200.405
      446        0.489        5.594            0      325.582      110.955      198.288
      447        0.568        5.581            0      324.017      106.662      200.794
      448        0.664        5.566            0      324.814      100.537      203.198
      449        0.660        5.663            0      325.676      105.003      195.055
      450        0.476        5.668            0      325.581      122.223      201.533
      451        0.542        5.538            0      321.853      103.135      194.709
      452        0.649        5.606            0      323.183      120.170      195.636
      453        0.638        5.652            0      328.527      132.367      202.293
      454        0.617        5.556            0      323.257      120.842      194.656
      455        0.581        5.539            0      323.702      136.708      196.330
      456        0.524        5.539            0      325.003      120.557      204.444
      457        0.617        5.605            0      324.266      128.167      198.059
      458        0.551        5.554            0      324.945      123.320      198.778
      459        0.629        5.602            0      325.609      154.286      197.073
      460        0.603        5.595            0      323.876      118.353      199.467
      461        0.675        5.657            0      323.568      136.598      197.328
      462        0.772        5.687            0      324.065      111.535      198.464
      463        0.665        5.584            0      322.203      132.794      194.637
      464        0.683        5.638            0      328.472      109.088      201.288
      465        0.753        5.586            0      323.981      122.154      198.203
      466        0.602        5.573            0      325.438      124.262      199.237
      467        0.719        5.526            0      323.151      113.690      199.232
      468        0.648        5.581            0      324.934      136.512      196.101
      469        0.626        5.623            0      326.412      120.578      201.275
      470        0.659        5.633            0      326.198      137.266      201.895
      471        0.708        5.546            0      324.196      133.746      199.469
      472        0.723        5.706            0      326.690      109.989      199.891
      473        0.702        5.521            0      320.757      145.115      191.744
      474        0.589        5.640            0      326.414       93.478      203.700
      475        1.177        5.597            0      325.291      130.913      192.869
      476        1.031        5.623            1      322.002      116.017      188.402
      477        0.734        5.591            0      322.313      116.897      200.704
      478        0.801        5.590            0      327.194      102.394      201.946
      479        0.790        5.544            0      324.142      121.897      207.081
      480        0.654        5.509            0      325.697      135.922      202.256
      481        0.554        5.621            0      328.814      136.398      205.969
      482        0.707        5.621            0      326.804      114.351      203.713
      483        0.686        5.537            0      325.563      115.190      201.260
      484        0.719        5.666            0      326.440      127.078      199.085
      485        0.608        5.650            0      326.292      125.525      198.517
      486        0.496        5.590            0      323.333      124.024      195.803
      487        0.737        5.590            0      324.356       89.222      204.088
      488        1.067        5.648            0      324.110      144.462      190.163
      489        1.121        5.734            0      325.880      122.887      195.556
      490        0.780        5.548            0      322.580      130.070      194.022
      491        0.717        5.511            0      321.960      140.682      197.602
      492        0.732        5.553            0      324.142      126.637      195.886
      493        0.599        5.656            0      324.859      136.051      198.601
      494        0.688        5.603            0      324.613      123.942      194.584
      495        0.596        5.617            0      325.477      139.460      199.931
      496        0.612        5.582            0      323.558      129.532      199.199
      497        0.531        5.607            0      324.360      126.824      198.433
      498        0.769        5.582            0      325.512      115.468      200.587
      499        0.636        5.593            0      324.333      109.630      196.394
      500        0.520        5.616            0      324.533      105.813      195.648
      501        0.545        5.678            0      327.051      124.927      201.916
      502        0.560        5.682            0      325.138      120.377      199.080
      503        0.599        5.624            0      325.911      127.208      199.670
      504        0.595        5.630            0      326.614      106.374      202.298
      505        0.701        5.620            0      324.853      131.145      202.479
      506        0.750        5.653            0      324.761      104.799      199.580
      507        0.650        5.496            0      319.708       99.145      193.857
      508        0.546        5.569            0      324.215      118.878      198.382
      509        0.693        5.571            0      324.127      101.845      197.621
      510        0.507        5.520            0      325.343      115.759      202.029
      511        0.682        5.530            0      323.093       92.512      196.079
      512        0.332        5.582            0      326.144       87.532      198.160
      513        0.693        5.721            0      326.172      136.046      199.837
      514        0.648        5.539            0      324.062      119.943      199.724
      515        0.679        5.643            0      325.639      111.547      198.782
      516        0.565        5.576            0      324.435      142.746      201.497
      517        0.933        5.566            0      324.591      130.906      202.108
      518        0.471        5.596            0      323.890      141.765      200.564
      519        0.748        5.495            0      323.489      142.671      202.765
      520        0.829        5.665            0      327.518      132.490      205.341
      521        0.830        5.568            0      323.882      119.044      199.027
      522        0.589        5.567            0      324.034      123.282      200.769
      523        0.731        5.717            0      325.633      122.702      198.367
      524        0.729        5.588            0      325.659      137.355      200.929
      525        0.810        5.636            0      328.494      123.145      199.515
      526        0.698        5.663            0      326.292      125.704      199.576
      527        0.680        5.584            0      325.629      130.394      199.105
      528        0.481        5.564            0      324.941      112.816      196.702
      529        0.503        5.637            0      326.810      143.072      203.455
      530        0.684        5.633            0      324.795      129.297      202.325
      531        0.543        5.578            0      323.087      138.241      198.746
      532        0.547        5.535            0      323.612      128.083      198.778
      533        0.671        5.690            0      328.164      141.116      200.336
      534        0.668        5.575            0      322.428      134.997      199.174
      535        0.631        5.521            0      324.964      134.628      201.595
      536        0.578        5.661            0      326.515      131.125      203.372
      537        0.667        5.562            0      325.278      147.917      201.285
      538        0.701        5.635            0      327.270      121.093      201.644
      539        0.627        5.654            0      324.758      134.827      194.495
      540        0.763        5.648            0      326.668      133.513      198.340
      541        0.788        5.645            0      327.710      138.518      204.818
      542        0.544        5.653            0      326.868      150.244      197.680
      543        0.744        5.601            0      323.933      142.047      199.407
      544        0.627        5.670            0      327.290      129.181      200.904
      545        0.734        5.681            0      327.403      127.618      200.778
      546        0.625        5.588            0      324.034      159.955      198.321
      547        0.757        5.662            0      326.425      146.904      201.393
      548        0.664        5.575            0      323.207      131.512      197.885
      549        0.910        5.587            0      326.318      138.645      201.117
      550        0.733        5.592            0      323.250      138.757      200.743
      551        0.702        5.518            0      324.380      129.978      196.759
      552        0.552        5.549            0      322.293      155.720      193.684
      553        0.728        5.593            0      326.893      137.772      205.949
      554        0.533        5.534            0      324.223      135.905      199.360
      555        0.505        5.611            0      324.698      115.143      199.754
      556        0.658        5.640            0      325.627      132.649      198.668
