  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      181        0.592        5.580            0      328.621       84.791      206.726
      182        0.450        5.706            0      328.560      107.961      205.377
      183        0.419        5.571            0      327.759      101.566      210.096
      184        0.603        5.512            0      326.155       83.932      207.579
      185        0.702        5.607            0      329.531       86.737      208.856
      186        0.428        5.617            0      329.530       85.563      211.013
      187        0.523        5.477            0      324.617      102.890      204.908
      188        0.440        5.612            0      325.737      104.517      203.709
      189        0.817        5.639            0      322.772      111.967      195.807
      190        0.320        5.586            0      329.580      100.265      210.238
      191        0.438        5.541            0      328.630       96.459      208.917
      192        0.824        5.595            0      323.951      117.351      198.592
      193        0.646        5.617            0      327.239       77.792      203.651
      194        0.443        5.616            0      327.063       85.472      202.044
      195        0.693        5.518            0      327.194       56.645      208.618
      196        0.457        5.634            0      328.711       77.877      205.419
      197        0.350        5.589            0      325.861       94.932      210.814
      198        0.671        5.574            0      328.718       95.479      207.969
      199        0.433        5.630            0      327.985       79.476      204.342
      200        0.445        5.598            0      329.483       78.750      208.125
      201        0.463        5.634            0      325.923       84.447      204.383
      202        0.803        5.651            0      327.600       77.321      198.798
      203        0.405        5.594            0      326.493      108.385      203.227
      204        0.434        5.691            0      327.512       69.353      205.146
      205        0.422        5.614            0      326.759       97.124      203.653
      206        0.408        5.519            0      326.097       94.560      207.459
      207        0.499        5.442            0      324.970       98.787      206.643
      208        0.449        5.649            0      325.250       97.540      209.028
      209        0.388        5.700            0      330.664      106.492      207.853
      210        0.978        5.649            0      326.673      104.514      198.703
      211        0.407        5.466            0      323.639      111.356      205.721
      212        0.555        5.629            0      332.008       85.215      210.158
      213        0.545        5.642            0      327.725       95.220      202.545
      214        0.490        5.446            0      322.877       96.651      206.505
      215        0.698        5.605            0      325.891      117.121      198.749
      216        0.582        5.572            0      324.554      110.764      199.254
      217        0.668        5.587            0      327.517       93.489      201.720
      218        0.639        5.573            0      325.737      133.648      206.487
      219        0.351        5.584            0      325.982      119.790      207.301
      220        0.490        5.646            0      324.634      129.280      199.179
      221        0.381        5.504            0      322.844      109.548      205.089
      222        0.623        5.643            0      323.958      119.987      197.071
      223        0.541        5.705            0      328.568      121.751      201.190
      224        0.858        5.662            0      326.583      159.687      199.969
      225        0.599        5.598            0      325.328      131.235      202.624
      226        0.548        5.635            0      326.663      126.812      203.730
      227        0.520        5.622            0      325.336      126.861      204.064
      228        0.653        5.654            0      327.953      134.888      205.283
      229        0.694        5.650            0      329.351      117.106      202.582
      230        0.578        5.608            0      324.823      124.299      201.238
      231        0.546        5.583            0      324.756      126.185      203.134
      232        0.300        5.554            0      328.817       90.796      212.497
      233        0.549        5.646            0      325.254      118.916      203.424
      234        0.410        5.618            0      329.940       87.728      203.015
      235        0.582        5.600            0      324.730       91.176      207.456
      236        0.506        5.571            0      326.978       63.599      212.114
      237        0.568        5.638            0      329.820       88.621      202.672
      238        0.449        5.618            0      326.926       89.037      207.692
      239        0.966        5.639            0      329.205      126.188      207.770
      240        0.446        5.671            0      328.078      102.486      208.638
      241        0.640        5.603            0      323.635      109.154      201.785
      242        0.665        5.690            0      325.003      118.589      203.397
      243        0.552        5.688            0      327.171      109.123      200.486
      244        0.563        5.695            0      330.244       85.830      204.401
      245        0.523        5.580            0      326.361       93.738      205.883
      246        0.514        5.592            0      327.359       86.235      209.187
      247        0.538        5.601            0      329.216      102.710      205.813
      248        0.588        5.492            0      326.801       81.773      211.265
      249        0.475        5.719            0      327.084      109.186      202.018
      250        0.518        5.589            0      327.043      102.294      206.223
      251        0.603        5.560            0      324.480      103.917      201.854
      252        0.649        5.590            0      325.848       99.591      202.012
      253        0.650        5.617            0      323.626      110.791      198.856
      254        0.658        5.696            0      327.356      130.320      199.379
      255        0.568        5.587            0      326.786      124.932      200.956
      256        0.698        5.603            0      322.813      116.386      204.699
      257        0.611        5.645            0      325.665      124.467      203.975
      258        0.517        5.634            0      325.885      125.354      204.792
      259        0.690        5.625            0      325.216      114.047      203.170
      260        0.532        5.653            0      325.935      129.037      200.063
      261        0.444        5.624            0      326.783      126.621      199.209
      262        0.667        5.606            0      325.914      129.622      200.676
      263        0.422        5.602            0      325.792      102.977      205.581
      264        0.772        5.651            0      325.215      131.428      201.225
      265        0.742        5.565            0      325.542      133.036      199.397
      266        0.640        5.580            0      325.258       99.023      202.148
      267        0.560        5.664            0      326.190      119.977      203.212
      268        0.607        5.642            0      326.553      122.320      197.610
      269        0.638        5.599            0      324.084      128.620      202.673
      270        0.729        5.615            0      326.856      120.276      201.094
      271        0.638        5.596            0      323.220      143.444      200.310
      272        0.674        5.580            0      325.315      121.933      204.373
      273        0.722        5.679            0      327.455      135.060      197.464
      274        0.505        5.579            0      330.248      116.545      207.555
      275        0.786        5.635            0      324.086      112.397      196.030
      276        0.492        5.609            0      326.319      128.932      205.504
      277        0.671        5.624            0      325.356      126.195      201.524
      278        0.520        5.613            0      325.539      127.585      200.737
      279        0.622        5.637            0      325.424      117.556      197.662
      280        0.713        5.579            0      326.160      130.209      199.981
      281        0.687        5.610            0      325.858      121.648      200.288
      282        0.606        5.674            0      325.597      126.464      200.716
      283        0.737        5.585            0      324.623      134.108      201.657
      284        0.782        5.626            0      324.507      103.780      198.346
      285        0.568        5.579            0      324.621      123.713      202.997
      286        0.939        5.535            0      323.269      112.747      197.265
      287        0.614        5.663            0      327.048      106.877      200.620
      288        0.630        5.662            0      326.432      109.361      199.301
      289        0.712        5.620            0      325.693      112.015      199.676
      290        0.606        5.593            0      326.743      123.412      201.433
      291        0.757        5.514            0      324.427      127.149      200.694
      292        0.581        5.593            0      322.288      126.148      200.011
      293        0.628        5.635            0      326.033      109.957      198.502
      294        0.584        5.682            0      326.361      108.279      200.391
      295        0.725        5.547            0      324.693      132.565      203.608
      296        0.720        5.581            0      322.627      121.006      198.467
      297        0.628        5.737            0      326.896      124.631      197.707
      298        0.488        5.690            0      329.374      116.315      203.642
      299        0.688        5.595            0      322.915      130.274      195.993
      300        0.819        5.610            0      324.225      144.018      197.257
      301        0.703        5.697            0      325.850      127.348      202.326
      302        0.660        5.607            0      325.798      115.826      201.392
      303        0.732        5.632            0      327.453      119.839      202.840
      304        0.642        5.595            0      325.240      126.498      202.275
      305        0.664        5.556            0      325.099      130.299      201.054
      306        0.646        5.615            0      325.533      118.750      198.774
      307        0.616        5.626            0      324.129      145.379      194.849
      308        0.692        5.620            0      324.902      123.575      201.267
      309        0.612        5.598            0      323.534      133.664      202.074
      310        0.775        5.677            0      325.312      135.930      202.206
      311        0.752        5.633            0      324.962      123.847      198.730
      312        0.758        5.655            0      323.308      110.090      198.092
      313        0.673        5.524            0      326.440      111.279      203.990
      314        0.566        5.544            0      322.617      100.822      203.596
      315        0.708        5.702            0      328.265      108.478      201.012
      316        0.596        5.627            0      325.517      111.506      198.522
      317        0.661        5.597            0      322.961      126.016      199.867
      318        0.727        5.625            0      324.092      126.068      201.239
      319        0.661        5.559            0      324.994      123.362      203.596
      320        0.699        5.656            0      325.541      126.087      201.684
      321        0.550        5.600            0      326.452      147.925      209.006
      322        0.766        5.594            0      325.364      146.391      199.238
      323        0.621        5.700            0      329.846      124.835      204.585
      324        0.623        5.571            0      324.492      124.566      201.389
      325        0.748        5.575            0      323.828      134.691      200.744
      326        0.664        5.621            0      325.843      127.050      202.803
      327        0.693        5.650            0      327.142      128.823      202.424
      328        0.634        5.580            0      323.985      118.797      198.038
      329        0.642        5.605            0      325.069      134.158      203.966
      330        0.731        5.495            0      320.784      127.746      197.743
      331        0.588        5.597            0      325.794      114.713      200.842
      332        0.697        5.602            0      324.004      109.235      199.039
      333        0.730        5.614            0      325.784      126.827      191.682
      334        0.671        5.646            0      325.412      132.429      201.413
      335        0.658        5.730            0      329.449      126.372      205.079
      336        0.683        5.674            0      325.440      129.098      199.794
      337        0.802        5.573            0      323.752      142.330      202.056
      338        0.593        5.534            0      323.785      115.676      199.141
      339        0.562        5.614            0      326.559      109.540      199.367
      340        0.627        5.600            0      326.198      111.895      203.320
      341        0.590        5.622            0      325.862      119.127      201.394
      342        0.699        5.647            0      323.818      139.798      195.957
      343        0.709        5.666            0      329.467      127.595      202.556
      344        0.642        5.643            0      325.322      112.502      199.623
      345        0.530        5.626            0      326.986      106.996      202.948
      346        0.598        5.534            0      325.413      134.411      202.252
      347        0.725        5.627            0      326.872      158.741      196.534
      348        0.545        5.595            0      326.340      130.350      200.372
      349        0.603        5.597            0      325.470      111.904      200.946
      350        0.723        5.598            0      324.471      120.354      198.203
      351        0.681        5.630            0      327.973      121.830      204.970
      352        0.720        5.613            0      325.906      124.451      198.129
      353        0.624        5.566            0      324.612      132.853      202.993
      354        0.643        5.701            0      326.771      115.153      200.735
      355        0.558        5.553            0      322.556      126.262      196.940
      356        0.587        5.495            0      322.274      122.909      201.461
      357        0.563        5.711            0      328.740       92.182      202.541
      358        0.688        5.613            0      324.576      121.516      204.531
      359        0.657        5.631            0      326.054      119.108      197.254
      360        0.713        5.656            0      325.282      104.708      199.864
      361        1.031        5.645            0      325.042      127.349      195.230
      362        0.686        5.678            0      326.430      106.680      198.336
      363        0.523        5.575            0      324.859      101.998      200.945
      364        0.647        5.654            0      326.483      113.277      199.163
      365        0.632        5.660            0      326.345      113.617      201.893
      366        0.526        5.566            0      325.215      108.173      204.395
      367        0.721        5.702            0      329.439      109.255      204.837
      368        0.581        5.556            0      325.422      123.004      200.379
      369        0.589        5.588            0      325.440      108.916      206.015
      370        0.618        5.575            0      325.289      115.823      197.771
      371        0.640        5.700            0      325.509      102.322      197.968
      372        0.714        5.585            0      323.634      101.199      199.845
      373        0.505        5.614            0      327.318      105.692      210.954
      374        0.606        5.638            0      324.424       97.227      203.519
      375        0.653        5.585            0      324.153       96.313      198.783
      376        0.568        5.567            0      323.535      104.285      200.640
      377        0.781        5.725            0      325.258       99.517      197.280
      378        0.566        5.608            0      325.675      134.742      197.946
      379        0.668        5.553            0      322.376      110.855      199.525
      380        0.687        5.616            0      321.512      108.997      190.294
      381        0.686        5.649            0      323.724      116.875      199.536
      382        0.725        5.629            0      326.163      132.737      202.554
      383        0.727        5.591            0      326.290      109.585      203.731
      384        0.674        5.624            0      325.962      102.424      201.574
      385        0.623        5.589            0      327.453      107.610      205.125
      386        0.577        5.678            0      325.368      117.315      201.153
      387        0.620        5.547            0      324.945      115.318      197.694
      388        0.689        5.662            0      325.489      114.604      199.519
      389        0.778        5.635            0      326.757      103.812      201.590
      390        0.616        5.646            0      324.105      138.067      199.039
      391        0.675        5.583            0      325.802      123.588      204.838
      392        0.614        5.617            0      324.779      118.545      203.394
      393        0.653        5.623            0      324.783      123.864      201.792
      394        0.820        5.690            0      325.640      129.362      202.964
      395        0.742        5.598            0      324.968      122.125      199.011
      396        0.721        5.571            0      322.237      115.367      196.353
      397        0.649        5.594            0      325.103      118.911      202.097
      398        0.688        5.545            0      322.758      122.211      196.994
      399        0.687        5.669            0      327.258      142.838      203.557
      400        0.673        5.698            0      326.830      132.594      200.475
      401        0.641        5.570            0      324.508      132.799      202.340
      402        0.643        5.698            0      328.202      135.385      204.381
      403        0.625        5.607            0      326.832      127.388      198.235
      404        0.679        5.665            0      325.776      128.653      199.158
      405        0.749        5.594            0      325.955      108.269      204.926
      406        0.768        5.571            0      323.541       80.755      199.121
      407        0.596        5.625            0      325.060      124.579      197.268
      408        0.618        5.610            0      325.519      132.829      200.734
      409        0.621        5.537            0      323.621      125.812      200.242
      410        0.636        5.584            0      324.420      121.956      201.618
      411        0.709        5.615            0      325.017      109.154      196.099
      412        0.631        5.620            0      328.037      112.313      203.474
      413        0.827        5.529            0      324.965      133.086      206.220
      414        0.694        5.645            0      324.991      127.511      195.257
      415        0.777        5.574            0      325.445      130.815      199.493
      416        0.746        5.565            0      324.137      123.486      195.738
      417        0.644        5.520            0      323.343      123.953      203.878
      418        0.623        5.617            0      327.860      121.326      204.460
      419        0.625        5.572            0      325.783      119.818      204.615
      420        0.689        5.578            0      324.911      116.823      196.622
      421        0.675        5.606            0      322.831      104.691      193.939
      422        0.620        5.676            0      326.694      123.897      198.212
      423        0.661        5.618            0      325.156      122.481      201.603
      424        0.674        5.582            0      324.906      124.193      198.478
      425        0.634        5.670            0      326.457      108.591      200.811
      426        0.662        5.648            0      326.201      125.003      202.124
      427        0.716        5.607            0      324.577      119.164      203.620
      428        0.725        5.597            0      323.009      125.092      196.171
      429        0.655        5.635            0      324.559      122.315      201.790
      430        0.698        5.620            0      325.455      115.447      200.049
      431        0.678        5.654            0      325.732      116.386      203.732
      432        0.665        5.592            0      326.531      121.242      204.823
      433        0.730        5.543            0      325.148      122.298      202.361
      434        0.597        5.641            0      325.001      129.891      202.004
      435        0.697        5.563            0      324.506      126.732      200.171
      436        0.575        5.700            0      327.130      124.598      199.949
      437        0.652        5.574            0      324.128      114.305      204.741
      438        0.664        5.586            0      322.181      117.871      200.375
      439        0.683        5.680            0      328.098      135.006      201.484
      440        1.015        5.597            0      326.635      160.714      193.754
      441        1.110        5.561            0      322.441      133.142      188.993
      442        1.073        5.680            1      323.694      144.294      184.011
      443        1.052        5.572            0      323.217      155.292      198.495
      444        0.633        5.609            0      326.593      113.189      199.223
      445        0.716        5.580            0      324.948      108.695      203.801
      446        0.751        5.538            0      324.014      110.743      197.058
      447        0.714        5.556            0      323.022       92.078      199.605
      448        0.708        5.621            0      324.322      114.044      196.483
      449        0.650        5.683            0      325.291      125.787      197.374
      450        0.648        5.621            0      324.868      101.947      199.268
      451        0.564        5.664            0      325.998      118.145      198.185
      452        0.634        5.686            0      327.634      106.776      194.751
      453        0.591        5.601            0      326.176      102.434      200.606
      454        0.629        5.632            0      325.324      120.875      204.265
      455        0.705        5.583            0      322.222      111.428      195.747
      456        0.613        5.609            0      328.884      100.877      204.004
      457        0.592        5.587            0      325.379      118.095      202.030
      458        0.681        5.619            0      325.031      111.682      199.241
      459        0.623        5.643            0      325.729       97.951      200.264
      460        0.724        5.647            0      325.715      120.625      197.632
      461        0.679        5.644            0      325.821      112.408      201.202
      462        0.697        5.592            0      325.034      120.569      195.910
      463        0.863        5.608            0      323.189      118.560      199.311
      464        0.601        5.557            0      327.065      123.962      202.311
      465        0.651        5.634            0      324.905      110.381      198.773
      466        0.619        5.646            0      325.940      114.332      197.576
      467        0.636        5.524            0      323.765      100.462      197.246
      468        0.710        5.560            0      325.099      138.442      202.068
      469        0.784        5.593            0      326.100      149.408      203.344
      470        0.737        5.687            0      325.410      113.989      200.294
      471        0.655        5.671            0      326.891      118.575      198.664
      472        0.647        5.627            0      326.521      121.459      200.946
      473        0.881        5.527            0      323.760      117.409      198.003
      474        0.693        5.624            0      323.491      109.013      194.411
      475        0.635        5.548            0      322.486       90.489      203.615
      476        0.646        5.623            0      324.711      125.374      198.005
      477        0.580        5.587            0      326.984      109.669      203.318
      478        0.690        5.657            0      326.314      128.234      200.585
      479        0.614        5.645            0      324.257      120.585      200.354
      480        0.711        5.644            0      325.970      140.635      202.183
      481        0.761        5.486            0      325.001      116.226      208.675
      482        0.737        5.581            0      327.089      126.662      204.142
      483        0.786        5.574            0      324.881      138.695      203.516
      484        0.553        5.607            0      324.498      108.765      200.301
      485        0.702        5.689            0      327.684      124.749      202.968
      486        0.565        5.720            0      326.997      103.725      201.143
      487        0.599        5.639            0      325.572      118.299      202.454
      488        0.681        5.577            0      324.800      101.191      201.052
      489        0.620        5.737            0      328.655       98.656      200.688
      490        0.659        5.584            0      326.720      120.494      205.175
      491        0.731        5.518            0      323.828      105.271      198.182
      492        0.608        5.619            0      324.750      116.110      202.257
      493        0.722        5.598            0      324.399      120.157      196.610
      494        0.723        5.613            0      326.114      101.397      199.260
      495        0.730        5.669            0      324.951      120.449      201.922
      496        0.641        5.530            0      321.573      128.418      197.114
      497        0.746        5.606            0      324.247      125.058      199.374
      498        0.544        5.585            0      322.721      106.623      199.996
      499        0.641        5.667            0      325.886      111.881      201.549
      500        0.658        5.657            0      326.909      130.549      200.877
      501        0.597        5.550            0      324.479      130.384      199.317
      502        0.660        5.602            0      325.331      139.272      202.945
      503        0.512        5.551            0      322.893      135.416      199.930
      504        0.718        5.653            0      326.537      130.629      201.274
      505        0.637        5.660            0      327.099      123.401      202.977
      506        0.667        5.622            0      325.544      118.014      203.425
      507        0.653        5.567            0      324.758      138.606      200.756
      508        0.583        5.686            0      326.515      115.358      200.655
      509        0.663        5.620            0      326.379      118.729      198.196
      510        0.749        5.622            0      323.977      122.059      201.520
      511        0.646        5.613            0      327.363      122.181      200.992
      512        0.688        5.610            0      325.508      132.597      203.228
      513        0.635        5.603            0      324.261      138.072      204.895
      514        0.633        5.537            0      324.071      131.220      203.907
      515        0.663        5.637            0      324.626      110.093      202.825
      516        0.662        5.667            0      328.852      125.476      201.173
      517        0.681        5.643            0      326.211      133.688      197.206
      518        0.713        5.613            0      323.126      109.343      199.596
      519        0.695        5.628            0      326.007      122.494      203.239
      520        0.744        5.700            0      326.171      134.228      197.832
      521        0.602        5.672            0      325.891      134.256      200.763
      522        0.663        5.678            0      325.784      132.015      200.802
      523        0.974        5.576            0      325.136      152.926      201.020
      524        0.625        5.549            0      321.105      127.766      205.418
      525        0.692        5.709            0      328.050      144.637      202.110
      526        0.624        5.593            0      326.403      132.061      203.470
      527        0.630        5.618            0      324.298      135.527      199.126
      528        0.724        5.616            0      324.133      126.504      200.779
      529        0.667        5.684            0      325.840      120.479      197.864
      530        0.759        5.550            0      323.888      130.338      201.355
      531        0.658        5.509            0      321.794      113.347      200.437
      532        0.763        5.621            0      324.900      126.480      198.920
      533        0.698        5.640            0      326.405      123.375      199.877
      534        0.654        5.601            0      325.994      111.512      197.722
      535        0.643        5.633            0      324.798      118.447      199.616
      536        0.664        5.638            0      326.453      117.186      200.836
      537        0.721        5.666            0      326.129      110.430      197.147
      538        0.699        5.701            0      327.779      115.748      201.028
      539        0.712        5.614            0      323.898      102.508      199.396
      540        0.760        5.635            0      325.129      108.325      199.811
      541        0.725        5.625            0      327.933      143.832      206.332
      542        0.730        5.568            0      325.398      112.134      200.065
      543        0.677        5.622            0      325.622      121.957      202.317
      544        0.567        5.605            0      326.342      118.112      203.847
      545        0.650        5.604            0      323.931      105.216      200.546
      546        0.753        5.594            0      323.308      134.265      195.685
      547        0.662        5.563            0      323.420      137.899      198.151
      548        0.702        5.641            0      326.133      123.176      200.298
      549        0.613        5.598            0      324.643      106.120      195.522
      550        0.638        5.562            0      325.906      138.916      208.597
      551        0.670        5.576            0      322.469       96.701      197.118
      552        0.654        5.621            0      323.918      120.295      195.659
      553        0.665        5.513            0      322.273      145.366      195.868
      554        0.603        5.576            0      326.429      107.564      202.194
      555        0.720        5.510            0      323.831      118.543      201.159
      556        0.648        5.548            0      324.029      118.714      199.856
